"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosc_past_total","gosp_past_add.1","mth","daty_r"
"3536","MinnesotaTimberwolves","WashingtonWizards",119,104,0,2017-03-13,223,0,0,95,1,0,125,0,1,197,249,0,"Mar",2266.5
"3537","UtahJazz","LosAngelesClippers",114,108,0,2017-03-13,222,0,0,104,1,1,112,0,0,216,212,0,"Mar",2266.5
"3538","SacramentoKings","OrlandoMagic",120,115,0,2017-03-13,235,0,1,92,0,1,104,0,0,197,220,0,"Mar",2266.5
"3539","DenverNuggets","LosAngelesLakers",129,101,0,2017-03-13,230,1,0,105,0,1,116,0,0,197,234,0,"Mar",2266.5
"3540","ClevelandCavaliers","DetroitPistons",128,96,0,2017-03-14,224,0,0,112,1,1,112,0,0,229,204,0,"Mar",2273
"3541","BrooklynNets","OklahomaCityThunder",104,122,0,2017-03-14,226,1,1,120,1,1,112,0,0,232,216,0,"Mar",2273
"3542","NewYorkKnicks","IndianaPacers",87,81,0,2017-03-14,168,0,0,112,1,1,102,0,0,232,200,0,"Mar",2273
"3543","NewOrleansPelicans","PortlandTrailBlazers",100,77,0,2017-03-14,177,1,0,125,1,0,110,1,0,247,211,1,"Mar",2273
"3544","GoldenStateWarriors","PhiladelphiaErs",106,104,0,2017-03-14,210,0,0,85,1,0,118,0,0,192,234,0,"Mar",2273
"3545","WashingtonWizards","DallasMavericks",107,112,0,2017-03-15,219,0,0,104,0,0,78,0,0,223,178,0,"Mar",2280.5
"3546","IndianaPacers","CharlotteHornets",98,77,0,2017-03-15,175,0,0,81,0,1,109,0,0,168,224,0,"Mar",2280.5
"3547","BostonCeltics","MinnesotaTimberwolves",117,104,0,2017-03-15,221,1,1,100,1,1,119,0,0,180,223,0,"Mar",2280.5
"3548","MiamiHeat","NewOrleansPelicans",120,112,0,2017-03-15,232,0,0,98,1,1,100,0,0,200,177,0,"Mar",2280.5
"3549","DetroitPistons","UtahJazz",83,97,0,2017-03-15,180,0,0,96,1,1,114,0,0,224,222,0,"Mar",2280.5
"3550","ChicagoBulls","MemphisGrizzlies",91,98,0,2017-03-15,189,1,0,115,1,1,113,0,0,224,206,0,"Mar",2280.5
"3551","HoustonRockets","LosAngelesLakers",139,100,0,2017-03-15,239,1,1,117,0,0,101,0,0,229,230,0,"Mar",2280.5
"3552","SanAntonioSpurs","PortlandTrailBlazers",106,110,0,2017-03-15,216,1,1,107,0,0,77,0,0,206,177,0,"Mar",2280.5
"3553","PhoenixSuns","SacramentoKings",101,107,0,2017-03-15,208,0,1,101,1,1,120,0,0,211,235,0,"Mar",2280.5
"3554","LosAngelesClippers","MilwaukeeBucks",96,97,0,2017-03-15,193,0,0,108,0,0,93,0,0,222,206,0,"Mar",2280.5
"3555","ClevelandCavaliers","UtahJazz",91,83,0,2017-03-16,174,1,1,128,1,0,97,0,0,224,180,0,"Mar",2288.5
"3556","TorontoRaptors","OklahomaCityThunder",102,123,0,2017-03-16,225,1,1,100,1,0,122,0,0,178,226,0,"Mar",2288.5
"3557","NewYorkKnicks","BrooklynNets",110,121,0,2017-03-16,231,1,1,87,0,1,104,0,0,168,226,0,"Mar",2288.5
"3558","AtlantaHawks","MemphisGrizzlies",91,103,0,2017-03-16,194,0,0,99,1,0,98,0,0,206,189,0,"Mar",2288.5
"3559","DenverNuggets","LosAngelesClippers",129,114,0,2017-03-16,243,1,1,129,0,1,96,0,0,230,193,0,"Mar",2288.5
"3560","GoldenStateWarriors","OrlandoMagic",122,92,0,2017-03-16,214,1,1,106,0,0,115,0,0,210,235,0,"Mar",2288.5
"3561","PhiladelphiaErs","DallasMavericks",116,74,0,2017-03-17,190,0,0,104,1,0,112,0,0,210,219,0,"Mar",2295.5
"3562","WashingtonWizards","ChicagoBulls",112,107,0,2017-03-17,219,0,1,107,0,1,91,0,0,219,189,0,"Mar",2295.5
"3563","BrooklynNets","BostonCeltics",95,98,0,2017-03-17,193,1,0,121,1,1,117,0,0,231,221,0,"Mar",2295.5
"3564","DetroitPistons","TorontoRaptors",75,87,0,2017-03-17,162,0,1,83,0,1,102,0,0,180,225,0,"Mar",2295.5
"3565","NewOrleansPelicans","HoustonRockets",128,112,0,2017-03-17,240,0,0,112,1,1,139,0,0,232,239,0,"Mar",2295.5
"3566","MiamiHeat","MinnesotaTimberwolves",123,105,0,2017-03-17,228,1,1,120,0,0,104,0,0,232,221,0,"Mar",2295.5
"3567","PhoenixSuns","OrlandoMagic",103,109,0,2017-03-17,212,0,1,101,0,0,92,0,0,208,214,0,"Mar",2295.5
"3568","LosAngelesLakers","MilwaukeeBucks",103,107,0,2017-03-17,210,0,0,100,1,0,97,0,0,239,193,0,"Mar",2295.5
"3569","OklahomaCityThunder","SacramentoKings",110,94,0,2017-03-18,204,1,0,123,1,0,107,0,0,225,208,0,"Mar",2303.5
"3570","AtlantaHawks","PortlandTrailBlazers",97,113,0,2017-03-18,210,0,1,91,1,0,110,0,0,194,216,0,"Mar",2303.5
"3571","CharlotteHornets","WashingtonWizards",98,93,0,2017-03-18,191,0,0,77,1,1,112,0,0,175,219,0,"Mar",2303.5
"3572","LosAngelesClippers","ClevelandCavaliers",108,78,0,2017-03-18,186,0,0,114,1,1,91,0,0,243,174,0,"Mar",2303.5
"3573","ChicagoBulls","UtahJazz",95,86,0,2017-03-18,181,0,0,107,0,0,83,0,0,219,174,0,"Mar",2303.5
"3574","MemphisGrizzlies","SanAntonioSpurs",104,96,0,2017-03-18,200,1,0,103,0,1,106,0,0,194,216,0,"Mar",2303.5
"3575","DenverNuggets","HoustonRockets",105,109,0,2017-03-18,214,1,1,129,0,0,112,0,0,243,240,0,"Mar",2303.5
"3576","GoldenStateWarriors","MilwaukeeBucks",117,92,0,2017-03-18,209,1,1,122,1,0,107,0,0,214,210,0,"Mar",2303.5
"3577","BrooklynNets","DallasMavericks",104,111,0,2017-03-19,215,0,1,95,0,0,74,0,0,193,190,0,"Mar",2311.5
"3578","PhiladelphiaErs","BostonCeltics",105,99,0,2017-03-19,204,1,1,116,1,0,98,0,0,190,193,0,"Mar",2311.5
"3579","DetroitPistons","PhoenixSuns",112,95,0,2017-03-19,207,0,1,75,0,1,103,0,0,162,212,0,"Mar",2311.5
"3580","NewOrleansPelicans","MinnesotaTimberwolves",123,109,0,2017-03-19,232,1,1,128,0,0,105,0,0,240,228,0,"Mar",2311.5
"3581","TorontoRaptors","IndianaPacers",116,91,0,2017-03-19,207,1,0,87,1,1,98,0,0,162,175,0,"Mar",2311.5
"3582","MiamiHeat","PortlandTrailBlazers",104,115,0,2017-03-19,219,1,1,123,1,0,113,0,0,228,210,0,"Mar",2311.5
"3583","SanAntonioSpurs","SacramentoKings",118,102,0,2017-03-19,220,0,0,96,0,0,94,0,0,200,204,0,"Mar",2311.5
"3584","LosAngelesLakers","ClevelandCavaliers",120,125,0,2017-03-19,245,0,1,103,0,0,78,0,0,210,186,0,"Mar",2311.5
"3585","CharlotteHornets","AtlantaHawks",105,90,0,2017-03-20,195,1,1,98,0,1,97,0,0,191,210,0,"Mar",2319
"3586","OrlandoMagic","PhiladelphiaErs",112,109,1,2017-03-20,221,1,0,109,1,1,105,0,0,212,204,0,"Mar",2319
"3587","IndianaPacers","UtahJazz",107,100,0,2017-03-20,207,0,0,91,0,0,86,0,0,207,181,0,"Mar",2319
"3588","BostonCeltics","WashingtonWizards",110,102,0,2017-03-20,212,0,0,99,0,0,93,0,0,204,191,0,"Mar",2319
"3589","HoustonRockets","DenverNuggets",125,124,0,2017-03-20,249,1,0,109,0,1,105,0,0,214,214,0,"Mar",2319
"3590","OklahomaCityThunder","GoldenStateWarriors",95,111,0,2017-03-20,206,1,1,110,1,1,117,0,0,204,209,0,"Mar",2319
"3591","LosAngelesClippers","NewYorkKnicks",114,105,0,2017-03-20,219,1,1,108,0,1,110,0,0,186,231,0,"Mar",2319
"3592","TorontoRaptors","ChicagoBulls",122,120,1,2017-03-21,242,1,1,116,1,1,95,0,0,207,181,0,"Mar",2326.5
"3593","BrooklynNets","DetroitPistons",98,96,0,2017-03-21,194,0,1,104,1,1,112,0,0,215,207,0,"Mar",2326.5
"3594","MiamiHeat","PhoenixSuns",112,97,0,2017-03-21,209,0,1,104,0,0,95,0,0,219,207,0,"Mar",2326.5
"3595","NewOrleansPelicans","MemphisGrizzlies",95,82,0,2017-03-21,177,1,1,123,1,1,104,0,0,232,200,0,"Mar",2326.5
"3596","DallasMavericks","GoldenStateWarriors",87,112,0,2017-03-21,199,1,0,111,1,0,111,0,0,215,206,0,"Mar",2326.5
"3597","MinnesotaTimberwolves","SanAntonioSpurs",93,100,0,2017-03-21,193,0,0,109,1,1,118,0,0,232,220,0,"Mar",2326.5
"3598","PortlandTrailBlazers","MilwaukeeBucks",90,93,0,2017-03-21,183,1,0,115,0,0,92,0,0,219,209,0,"Mar",2326.5
"3599","LosAngelesClippers","LosAngelesLakers",133,109,0,2017-03-21,242,1,1,114,0,1,120,0,0,219,245,0,"Mar",2326.5
"3600","OrlandoMagic","CharlotteHornets",102,109,0,2017-03-22,211,1,1,112,1,1,105,1,0,221,195,1,"Mar",2334.5
"3601","BostonCeltics","IndianaPacers",109,100,0,2017-03-22,209,1,1,110,1,1,107,0,0,212,207,0,"Mar",2334.5
"3602","ChicagoBulls","DetroitPistons",117,95,0,2017-03-22,212,0,0,120,0,0,96,1,0,242,194,1,"Mar",2334.5
"3603","OklahomaCityThunder","PhiladelphiaErs",122,97,0,2017-03-22,219,0,1,95,0,0,109,0,1,206,221,0,"Mar",2334.5
"3604","WashingtonWizards","AtlantaHawks",104,100,0,2017-03-22,204,0,0,102,0,0,90,0,0,212,195,0,"Mar",2334.5
"3605","DenverNuggets","ClevelandCavaliers",126,113,0,2017-03-22,239,0,0,124,1,0,125,0,0,249,245,0,"Mar",2334.5
"3606","SacramentoKings","MilwaukeeBucks",98,116,0,2017-03-22,214,0,0,102,1,0,93,0,0,220,183,0,"Mar",2334.5
"3607","UtahJazz","NewYorkKnicks",108,101,0,2017-03-22,209,0,0,100,0,0,105,0,0,207,219,0,"Mar",2334.5
"3608","BrooklynNets","PhoenixSuns",126,98,0,2017-03-23,224,1,1,98,0,0,97,0,0,194,209,0,"Mar",2341
"3609","MiamiHeat","TorontoRaptors",84,101,0,2017-03-23,185,1,1,112,1,1,122,0,1,209,242,0,"Mar",2341
"3610","DallasMavericks","LosAngelesClippers",97,95,0,2017-03-23,192,0,1,87,1,1,133,0,0,199,242,0,"Mar",2341
"3611","SanAntonioSpurs","MemphisGrizzlies",97,90,0,2017-03-23,187,1,0,100,0,0,82,0,0,193,177,0,"Mar",2341
"3612","PortlandTrailBlazers","NewYorkKnicks",110,95,0,2017-03-23,205,0,1,90,0,0,101,0,0,183,209,0,"Mar",2341
"3613","WashingtonWizards","BrooklynNets",129,108,0,2017-03-24,237,1,1,104,1,1,126,0,0,204,224,0,"Mar",2348.5
"3614","CharlotteHornets","ClevelandCavaliers",105,112,0,2017-03-24,217,1,0,109,0,0,113,0,0,211,239,0,"Mar",2348.5
"3615","OrlandoMagic","DetroitPistons",115,87,0,2017-03-24,202,0,1,102,0,0,95,0,0,211,212,0,"Mar",2348.5
"3616","IndianaPacers","DenverNuggets",117,125,0,2017-03-24,242,0,0,100,1,1,126,0,0,209,239,0,"Mar",2348.5
"3617","BostonCeltics","PhoenixSuns",130,120,0,2017-03-24,250,1,1,109,0,0,98,0,0,209,224,0,"Mar",2348.5
"3618","ChicagoBulls","PhiladelphiaErs",107,117,0,2017-03-24,224,1,1,117,0,0,97,0,0,212,219,0,"Mar",2348.5
"3619","MilwaukeeBucks","AtlantaHawks",100,97,0,2017-03-24,197,1,0,116,0,0,100,0,0,214,204,0,"Mar",2348.5
"3620","HoustonRockets","NewOrleansPelicans",117,107,0,2017-03-24,224,1,1,125,1,1,95,0,0,249,177,0,"Mar",2348.5
"3621","LosAngelesLakers","MinnesotaTimberwolves",130,119,1,2017-03-24,249,0,0,109,0,1,93,0,0,242,193,0,"Mar",2348.5
"3622","GoldenStateWarriors","SacramentoKings",114,100,0,2017-03-24,214,1,0,112,0,1,98,0,0,199,214,0,"Mar",2348.5
"3623","LosAngelesClippers","UtahJazz",108,95,0,2017-03-25,203,0,0,95,1,1,108,0,0,192,209,0,"Mar",2356
"3624","ClevelandCavaliers","WashingtonWizards",115,127,0,2017-03-25,242,1,0,112,1,1,129,0,0,217,237,0,"Mar",2356
"3625","DallasMavericks","TorontoRaptors",86,94,0,2017-03-25,180,1,1,97,1,0,101,0,0,192,185,0,"Mar",2356
"3626","SanAntonioSpurs","NewYorkKnicks",106,98,0,2017-03-25,204,1,1,97,0,0,95,0,0,187,205,0,"Mar",2356
"3627","PortlandTrailBlazers","MinnesotaTimberwolves",112,100,0,2017-03-25,212,1,1,110,0,0,119,0,1,205,249,0,"Mar",2356
"3628","CharlotteHornets","PhoenixSuns",120,106,0,2017-03-26,226,0,1,105,0,0,120,0,0,217,250,0,"Mar",2363.5
"3629","AtlantaHawks","BrooklynNets",92,107,0,2017-03-26,199,0,0,97,0,0,108,0,0,197,237,0,"Mar",2363.5
"3630","LosAngelesClippers","SacramentoKings",97,98,0,2017-03-26,195,1,1,108,0,0,100,0,0,203,214,0,"Mar",2363.5
"3631","MilwaukeeBucks","ChicagoBulls",94,109,0,2017-03-26,203,1,1,100,0,1,107,0,0,197,224,0,"Mar",2363.5
"3632","HoustonRockets","OklahomaCityThunder",137,125,0,2017-03-26,262,1,1,117,1,1,122,0,0,224,219,0,"Mar",2363.5
"3633","IndianaPacers","PhiladelphiaErs",107,94,0,2017-03-26,201,0,1,117,1,0,117,0,0,242,224,0,"Mar",2363.5
"3634","BostonCeltics","MiamiHeat",112,108,0,2017-03-26,220,1,1,130,0,1,84,0,0,250,185,0,"Mar",2363.5
"3635","GoldenStateWarriors","MemphisGrizzlies",106,94,0,2017-03-26,200,1,1,114,0,0,90,0,0,214,187,0,"Mar",2363.5
"3636","DenverNuggets","NewOrleansPelicans",90,115,0,2017-03-26,205,1,0,125,0,0,107,0,0,242,224,0,"Mar",2363.5
"3637","LosAngelesLakers","PortlandTrailBlazers",81,97,0,2017-03-26,178,1,1,130,1,1,112,1,0,249,212,1,"Mar",2363.5
"3638","TorontoRaptors","OrlandoMagic",131,112,0,2017-03-27,243,1,0,94,1,1,115,0,0,180,202,0,"Mar",2371.5
"3639","NewYorkKnicks","DetroitPistons",109,95,0,2017-03-27,204,0,0,98,0,0,87,0,0,204,202,0,"Mar",2371.5
"3640","SanAntonioSpurs","ClevelandCavaliers",103,74,0,2017-03-27,177,1,1,106,0,1,115,0,0,204,242,0,"Mar",2371.5
"3641","DallasMavericks","OklahomaCityThunder",91,92,0,2017-03-27,183,0,1,86,0,0,125,0,0,180,262,0,"Mar",2371.5
"3642","SacramentoKings","MemphisGrizzlies",91,90,0,2017-03-27,181,1,0,98,0,0,94,0,0,195,200,0,"Mar",2371.5
"3643","UtahJazz","NewOrleansPelicans",108,100,0,2017-03-27,208,0,0,95,1,0,115,0,0,203,205,0,"Mar",2371.5
"3644","CharlotteHornets","MilwaukeeBucks",108,118,0,2017-03-28,226,1,1,120,0,1,94,0,0,226,203,0,"Mar",2378.5
"3645","IndianaPacers","MinnesotaTimberwolves",114,115,0,2017-03-28,229,1,1,107,0,0,100,0,0,201,212,0,"Mar",2378.5
"3646","BrooklynNets","PhiladelphiaErs",101,106,0,2017-03-28,207,1,0,107,0,0,94,0,0,199,201,0,"Mar",2378.5
"3647","AtlantaHawks","PhoenixSuns",95,91,0,2017-03-28,186,0,1,92,0,0,106,0,0,199,226,0,"Mar",2378.5
"3648","DetroitPistons","MiamiHeat",96,97,0,2017-03-28,193,0,0,95,0,0,108,0,0,204,220,0,"Mar",2378.5
"3649","HoustonRockets","GoldenStateWarriors",106,113,0,2017-03-28,219,1,1,137,1,1,106,0,0,262,200,0,"Mar",2378.5
"3650","PortlandTrailBlazers","DenverNuggets",122,113,0,2017-03-28,235,1,0,97,0,1,90,0,0,178,205,0,"Mar",2378.5
"3651","LosAngelesLakers","WashingtonWizards",108,119,0,2017-03-28,227,0,1,81,1,0,127,0,0,178,242,0,"Mar",2378.5
"3652","PhiladelphiaErs","AtlantaHawks",92,99,0,2017-03-29,191,1,0,106,1,1,95,0,0,207,186,0,"Mar",2387.5
"3653","OrlandoMagic","OklahomaCityThunder",106,114,1,2017-03-29,220,0,0,112,1,0,92,0,0,243,183,0,"Mar",2387.5
"3654","BostonCeltics","MilwaukeeBucks",100,103,0,2017-03-29,203,1,1,112,1,0,118,0,0,220,226,0,"Mar",2387.5
"3655","TorontoRaptors","CharlotteHornets",106,110,0,2017-03-29,216,1,1,131,0,1,108,0,0,243,226,0,"Mar",2387.5
"3656","NewYorkKnicks","MiamiHeat",88,105,0,2017-03-29,193,1,1,109,1,0,97,0,0,204,193,0,"Mar",2387.5
"3657","MemphisGrizzlies","IndianaPacers",110,97,0,2017-03-29,207,0,0,90,0,1,114,0,0,181,229,0,"Mar",2387.5
"3658","NewOrleansPelicans","DallasMavericks",121,118,0,2017-03-29,239,0,0,100,0,1,91,0,0,208,183,0,"Mar",2387.5
"3659","SanAntonioSpurs","GoldenStateWarriors",98,110,0,2017-03-29,208,1,1,103,1,0,113,0,0,177,219,0,"Mar",2387.5
"3660","LosAngelesClippers","WashingtonWizards",133,124,0,2017-03-29,257,0,1,97,1,0,119,0,0,195,227,0,"Mar",2387.5
"3661","SacramentoKings","UtahJazz",82,112,0,2017-03-29,194,1,1,91,1,1,108,0,0,181,208,0,"Mar",2387.5
"3662","DetroitPistons","BrooklynNets",90,89,0,2017-03-30,179,0,1,96,0,1,101,0,0,193,207,0,"Mar",2395
"3663","ChicagoBulls","ClevelandCavaliers",99,93,0,2017-03-30,192,1,0,109,0,0,74,0,0,203,177,0,"Mar",2395
"3664","MinnesotaTimberwolves","LosAngelesLakers",119,104,0,2017-03-30,223,1,0,115,0,1,108,0,0,229,227,0,"Mar",2395
"3665","PhoenixSuns","LosAngelesClippers",118,124,0,2017-03-30,242,0,0,91,1,1,133,0,0,186,257,0,"Mar",2395
"3666","PortlandTrailBlazers","HoustonRockets",117,107,0,2017-03-30,224,1,1,122,0,1,106,0,0,235,219,0,"Mar",2395
"3667","TorontoRaptors","IndianaPacers",111,100,0,2017-03-31,211,0,1,106,0,0,97,0,0,216,207,0,"Mar",2403
"3668","CharlotteHornets","DenverNuggets",122,114,0,2017-03-31,236,1,0,110,0,0,113,0,0,216,235,0,"Mar",2403
"3669","ClevelandCavaliers","PhiladelphiaErs",122,105,0,2017-03-31,227,0,0,93,0,1,92,0,0,192,191,0,"Mar",2403
"3670","BostonCeltics","OrlandoMagic",117,116,0,2017-03-31,233,0,1,100,0,1,106,0,1,203,220,0,"Mar",2403
"3671","MilwaukeeBucks","DetroitPistons",108,105,1,2017-03-31,213,1,0,103,1,1,90,0,0,203,179,0,"Mar",2403
"3672","MemphisGrizzlies","DallasMavericks",99,90,0,2017-03-31,189,1,1,110,0,0,118,0,0,207,239,0,"Mar",2403
"3673","NewOrleansPelicans","SacramentoKings",117,89,0,2017-03-31,206,1,1,121,0,1,82,0,0,239,194,0,"Mar",2403
"3674","MiamiHeat","NewYorkKnicks",94,98,0,2017-03-31,192,1,0,105,0,1,88,0,0,193,193,0,"Mar",2403
"3675","UtahJazz","WashingtonWizards",95,88,0,2017-03-31,183,1,0,112,0,0,124,0,0,194,257,0,"Mar",2403
"3676","OklahomaCityThunder","SanAntonioSpurs",95,100,0,2017-03-31,195,1,0,114,0,1,98,1,0,220,208,1,"Mar",2403
"3677","GoldenStateWarriors","HoustonRockets",107,98,0,2017-03-31,205,1,0,110,0,0,107,0,0,208,224,0,"Mar",2403
"3678","LosAngelesClippers","LosAngelesLakers",115,104,0,2017-04-01,219,1,0,124,0,0,104,0,0,242,223,0,"Apr",2411
"3679","ChicagoBulls","AtlantaHawks",106,104,0,2017-04-01,210,1,1,99,1,0,99,0,0,192,191,0,"Apr",2411
"3680","BrooklynNets","OrlandoMagic",121,111,0,2017-04-01,232,0,0,89,0,0,116,0,0,179,233,0,"Apr",2411
"3681","MinnesotaTimberwolves","SacramentoKings",117,123,0,2017-04-01,240,1,1,119,0,0,89,0,0,223,206,0,"Apr",2411
"3682","PortlandTrailBlazers","PhoenixSuns",130,117,0,2017-04-01,247,1,1,117,0,1,118,0,0,224,242,0,"Apr",2411
"3683","NewYorkKnicks","BostonCeltics",94,110,0,2017-04-02,204,1,0,98,1,1,117,0,0,192,233,0,"Apr",2419.5
"3684","OklahomaCityThunder","CharlotteHornets",101,113,0,2017-04-02,214,0,1,95,1,1,122,0,0,195,236,0,"Apr",2419.5
"3685","LosAngelesLakers","MemphisGrizzlies",108,103,0,2017-04-02,211,0,0,104,1,1,99,0,0,219,189,0,"Apr",2419.5
"3686","MilwaukeeBucks","DallasMavericks",105,109,0,2017-04-02,214,1,1,108,0,0,90,1,0,213,189,1,"Apr",2419.5
"3687","SanAntonioSpurs","UtahJazz",109,103,0,2017-04-02,212,1,0,100,1,1,95,0,0,195,183,0,"Apr",2419.5
"3688","NewOrleansPelicans","ChicagoBulls",110,117,0,2017-04-02,227,1,1,117,1,1,106,0,0,206,210,0,"Apr",2419.5
"3689","TorontoRaptors","PhiladelphiaErs",113,105,0,2017-04-02,218,1,1,111,0,0,105,0,0,211,227,0,"Apr",2419.5
"3690","BrooklynNets","AtlantaHawks",91,82,0,2017-04-02,173,1,1,121,0,0,104,0,0,232,210,0,"Apr",2419.5
"3691","MiamiHeat","DenverNuggets",113,116,0,2017-04-02,229,0,1,94,0,0,114,0,0,192,236,0,"Apr",2419.5
"3692","ClevelandCavaliers","IndianaPacers",135,130,2,2017-04-02,265,1,1,122,0,0,100,0,0,227,211,0,"Apr",2419.5
"3693","GoldenStateWarriors","WashingtonWizards",139,115,0,2017-04-02,254,1,1,107,0,0,88,0,0,205,183,0,"Apr",2419.5
"3694","PhoenixSuns","HoustonRockets",116,123,0,2017-04-02,239,0,0,117,0,0,98,0,0,247,205,0,"Apr",2419.5
"3695","MinnesotaTimberwolves","PortlandTrailBlazers",110,109,0,2017-04-03,219,0,1,117,1,1,130,0,0,240,247,0,"Apr",2426
"3696","PhiladelphiaErs","BrooklynNets",118,141,0,2017-04-04,259,0,0,105,1,1,91,0,0,218,173,0,"Apr",2432
"3697","WashingtonWizards","CharlotteHornets",118,111,0,2017-04-04,229,0,0,115,1,0,113,0,0,254,214,0,"Apr",2432
"3698","ClevelandCavaliers","OrlandoMagic",122,102,0,2017-04-04,224,1,1,135,0,0,111,2,0,265,232,2,"Apr",2432
"3699","IndianaPacers","TorontoRaptors",108,90,0,2017-04-04,198,0,0,130,1,1,113,2,0,265,218,2,"Apr",2432
"3700","NewOrleansPelicans","DenverNuggets",131,134,0,2017-04-04,265,0,1,110,1,0,116,0,0,227,229,0,"Apr",2432
"3701","OklahomaCityThunder","MilwaukeeBucks",110,79,0,2017-04-04,189,0,1,101,0,1,105,0,0,214,214,0,"Apr",2432
"3702","NewYorkKnicks","ChicagoBulls",100,91,0,2017-04-04,191,0,1,94,1,0,117,0,0,204,227,0,"Apr",2432
"3703","SanAntonioSpurs","MemphisGrizzlies",95,89,1,2017-04-04,184,1,1,109,0,0,103,0,0,212,211,0,"Apr",2432
"3704","GoldenStateWarriors","MinnesotaTimberwolves",121,107,0,2017-04-04,228,1,1,139,1,1,110,0,0,254,219,0,"Apr",2432
"3705","SacramentoKings","DallasMavericks",98,87,0,2017-04-04,185,1,0,123,1,0,109,0,0,240,214,0,"Apr",2432
"3706","UtahJazz","PortlandTrailBlazers",106,87,0,2017-04-04,193,0,0,103,0,0,109,0,0,212,219,0,"Apr",2432
"3707","CharlotteHornets","MiamiHeat",99,112,0,2017-04-05,211,0,0,111,0,1,113,0,0,229,229,0,"Apr",2441.5
"3708","DetroitPistons","TorontoRaptors",102,105,0,2017-04-05,207,0,0,105,0,0,90,1,0,213,198,1,"Apr",2441.5
"3709","MemphisGrizzlies","OklahomaCityThunder",100,103,0,2017-04-05,203,0,0,89,1,1,110,1,0,184,189,1,"Apr",2441.5
"3710","HoustonRockets","DenverNuggets",110,104,0,2017-04-05,214,1,0,123,1,0,134,0,0,239,265,0,"Apr",2441.5
"3711","BostonCeltics","ClevelandCavaliers",91,114,0,2017-04-05,205,1,0,110,1,1,122,0,0,204,224,0,"Apr",2441.5
"3712","SanAntonioSpurs","LosAngelesLakers",95,102,0,2017-04-05,197,1,1,95,1,1,108,1,0,184,211,1,"Apr",2441.5
"3713","PhoenixSuns","GoldenStateWarriors",111,120,0,2017-04-05,231,0,1,116,1,1,121,0,0,239,228,0,"Apr",2441.5
"3714","LosAngelesClippers","DallasMavericks",112,101,0,2017-04-05,213,1,1,115,0,0,87,0,0,219,185,0,"Apr",2441.5
"3715","PhiladelphiaErs","ChicagoBulls",90,102,0,2017-04-06,192,0,1,118,0,0,91,0,0,259,191,0,"Apr",2448.5
"3716","OrlandoMagic","BrooklynNets",115,107,0,2017-04-06,222,0,0,102,1,0,141,0,0,224,259,0,"Apr",2448.5
"3717","IndianaPacers","MilwaukeeBucks",104,89,0,2017-04-06,193,1,1,108,0,0,79,0,0,198,189,0,"Apr",2448.5
"3718","NewYorkKnicks","WashingtonWizards",103,106,0,2017-04-06,209,1,1,100,1,1,118,0,0,191,229,0,"Apr",2448.5
"3719","AtlantaHawks","BostonCeltics",123,116,0,2017-04-06,239,0,0,82,0,1,91,0,0,173,205,0,"Apr",2448.5
"3720","PortlandTrailBlazers","MinnesotaTimberwolves",105,98,0,2017-04-06,203,0,0,87,0,0,107,0,0,193,228,0,"Apr",2448.5
"3721","ClevelandCavaliers","AtlantaHawks",100,114,0,2017-04-07,214,1,0,114,1,1,123,0,0,205,239,0,"Apr",2456
"3722","TorontoRaptors","MiamiHeat",96,94,0,2017-04-07,190,1,0,105,1,0,112,0,0,207,211,0,"Apr",2456
"3723","MemphisGrizzlies","NewYorkKnicks",101,88,0,2017-04-07,189,0,1,100,0,1,103,0,0,203,209,0,"Apr",2456
"3724","HoustonRockets","DetroitPistons",109,114,0,2017-04-07,223,1,1,110,0,1,102,0,0,214,207,0,"Apr",2456
"3725","DallasMavericks","SanAntonioSpurs",89,102,0,2017-04-07,191,0,0,101,0,1,95,0,0,213,197,0,"Apr",2456
"3726","DenverNuggets","NewOrleansPelicans",122,106,0,2017-04-07,228,0,0,104,0,1,131,0,0,214,265,0,"Apr",2456
"3727","UtahJazz","MinnesotaTimberwolves",120,113,0,2017-04-07,233,1,1,106,0,0,98,0,0,193,203,0,"Apr",2456
"3728","PhoenixSuns","OklahomaCityThunder",120,99,0,2017-04-07,219,0,1,111,1,0,103,0,0,231,203,0,"Apr",2456
"3729","LosAngelesLakers","SacramentoKings",98,94,0,2017-04-07,192,1,0,102,1,1,98,0,0,197,185,0,"Apr",2456
"3730","BrooklynNets","ChicagoBulls",107,106,0,2017-04-08,213,0,0,107,1,0,102,0,0,222,192,0,"Apr",2464.5
"3731","CharlotteHornets","BostonCeltics",114,121,0,2017-04-08,235,0,1,99,0,0,116,0,0,211,239,0,"Apr",2464.5
"3732","OrlandoMagic","IndianaPacers",112,127,0,2017-04-08,239,1,1,115,1,1,104,0,0,222,193,0,"Apr",2464.5
"3733","PhiladelphiaErs","MilwaukeeBucks",82,90,0,2017-04-08,172,0,1,90,0,0,89,0,0,192,193,0,"Apr",2464.5
"3734","WashingtonWizards","MiamiHeat",103,106,0,2017-04-08,209,1,0,106,0,0,94,0,0,209,190,0,"Apr",2464.5
