"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosp_past_add.1"
"2910","AtlantaHawks","OrlandoMagic",120,131,0,2016-12-13,251,1,0,114,0,1,113,0,0,224,0
"2911","ChicagoBulls","MinnesotaTimberwolves",94,99,0,2016-12-13,193,1,1,105,0,1,108,0,0,205,0
"2912","NewOrleansPelicans","GoldenStateWarriors",109,113,0,2016-12-13,222,1,0,120,1,0,116,1,0,239,1
"2913","PhoenixSuns","NewYorkKnicks",113,111,1,2016-12-13,224,0,1,119,1,0,118,1,0,239,1
"2914","PortlandTrailBlazers","OklahomaCityThunder",114,95,0,2016-12-13,209,0,0,120,1,1,99,0,0,241,0
"2915","PhiladelphiaErs","TorontoRaptors",114,123,0,2016-12-14,237,1,0,97,1,1,122,0,0,176,0
"2916","WashingtonWizards","CharlotteHornets",109,106,0,2016-12-14,215,0,0,101,0,0,94,0,0,213,0
"2917","OrlandoMagic","LosAngelesClippers",108,113,0,2016-12-14,221,1,0,131,1,1,121,0,0,251,0
"2918","MiamiHeat","IndianaPacers",95,89,0,2016-12-14,184,1,1,112,1,1,110,0,0,213,0
"2919","BrooklynNets","LosAngelesLakers",107,97,0,2016-12-14,204,0,0,118,0,0,92,0,0,240,0
"2920","MemphisGrizzlies","ClevelandCavaliers",93,85,0,2016-12-14,178,0,0,86,1,1,103,0,0,189,0
"2921","HoustonRockets","SacramentoKings",132,98,0,2016-12-14,230,1,1,122,1,1,116,0,0,240,0
"2922","DallasMavericks","DetroitPistons",85,95,0,2016-12-14,180,1,1,112,0,1,79,0,0,204,0
"2923","UtahJazz","OklahomaCityThunder",109,89,0,2016-12-14,198,1,1,104,0,0,95,0,0,188,0
"2924","SanAntonioSpurs","BostonCeltics",108,101,0,2016-12-14,209,1,1,130,0,0,96,0,0,231,0
"2925","MilwaukeeBucks","ChicagoBulls",108,97,0,2016-12-15,205,0,0,100,0,1,94,0,0,222,0
"2926","NewOrleansPelicans","IndianaPacers",102,95,0,2016-12-15,197,0,1,109,0,0,89,0,0,222,0
"2927","DenverNuggets","PortlandTrailBlazers",132,120,0,2016-12-15,252,0,0,92,1,1,114,0,0,204,0
"2928","PhoenixSuns","SanAntonioSpurs",92,107,0,2016-12-15,199,1,1,113,1,1,108,1,0,224,1
"2929","GoldenStateWarriors","NewYorkKnicks",103,90,0,2016-12-15,193,1,0,113,0,0,111,0,1,222,0
"2930","WashingtonWizards","DetroitPistons",122,108,0,2016-12-16,230,1,1,109,1,0,95,0,0,215,0
"2931","OrlandoMagic","BrooklynNets",118,111,0,2016-12-16,229,0,1,108,1,1,107,0,0,221,0
"2932","BostonCeltics","CharlotteHornets",96,88,0,2016-12-16,184,0,0,101,0,0,106,0,0,209,0
"2933","TorontoRaptors","AtlantaHawks",121,125,0,2016-12-16,246,1,0,123,0,1,120,0,0,237,0
"2934","ChicagoBulls","MilwaukeeBucks",69,95,0,2016-12-16,164,0,0,97,1,1,108,0,0,205,0
"2935","MemphisGrizzlies","SacramentoKings",92,96,0,2016-12-16,188,1,1,93,0,0,98,0,0,178,0
"2936","HoustonRockets","NewOrleansPelicans",122,100,0,2016-12-16,222,1,1,132,1,1,102,0,0,230,0
"2937","PhiladelphiaErs","LosAngelesLakers",89,100,0,2016-12-16,189,0,1,114,0,0,97,0,0,237,0
"2938","MiamiHeat","LosAngelesClippers",98,102,0,2016-12-16,200,1,1,95,1,0,113,0,0,184,0
"2939","UtahJazz","DallasMavericks",103,100,0,2016-12-16,203,1,1,109,0,1,85,0,0,198,0
"2940","OklahomaCityThunder","PhoenixSuns",114,101,0,2016-12-17,215,0,0,89,0,1,92,0,0,198,0
"2941","DetroitPistons","IndianaPacers",90,105,0,2016-12-17,195,0,0,108,0,0,95,0,0,230,0
"2942","AtlantaHawks","CharlotteHornets",99,107,0,2016-12-17,206,1,0,125,0,0,88,0,0,246,0
"2943","ClevelandCavaliers","LosAngelesLakers",119,108,0,2016-12-17,227,0,0,85,1,0,100,0,0,178,0
"2944","MinnesotaTimberwolves","HoustonRockets",109,111,1,2016-12-17,220,1,0,99,1,1,122,0,0,193,0
"2945","DenverNuggets","NewYorkKnicks",127,114,0,2016-12-17,241,1,1,132,0,0,90,0,0,252,0
"2946","GoldenStateWarriors","PortlandTrailBlazers",135,90,0,2016-12-17,225,1,1,103,0,0,120,0,0,193,0
"2947","WashingtonWizards","LosAngelesClippers",117,110,0,2016-12-18,227,1,1,122,1,0,102,0,0,230,0
"2948","MemphisGrizzlies","UtahJazz",73,82,0,2016-12-18,155,0,1,92,1,1,103,0,0,188,0
"2949","PhiladelphiaErs","BrooklynNets",108,107,0,2016-12-18,215,0,1,89,0,0,111,0,0,189,0
"2950","OrlandoMagic","TorontoRaptors",79,109,0,2016-12-18,188,1,1,118,0,1,121,0,0,229,0
"2951","MiamiHeat","BostonCeltics",95,105,0,2016-12-18,200,0,1,98,1,1,96,0,0,200,0
"2952","DallasMavericks","SacramentoKings",99,79,0,2016-12-18,178,0,0,100,1,0,96,0,0,203,0
"2953","SanAntonioSpurs","NewOrleansPelicans",113,100,0,2016-12-18,213,1,0,107,0,0,100,0,0,199,0
"2954","IndianaPacers","WashingtonWizards",107,105,0,2016-12-19,212,1,0,105,1,1,117,0,0,195,0
"2955","ChicagoBulls","DetroitPistons",113,82,0,2016-12-19,195,0,1,69,0,1,90,0,0,164,0
"2956","OklahomaCityThunder","AtlantaHawks",108,110,0,2016-12-19,218,1,1,114,0,1,99,0,0,215,0
"2957","MinnesotaTimberwolves","PhoenixSuns",115,108,0,2016-12-19,223,0,1,109,0,0,101,1,0,220,1
"2958","DenverNuggets","DallasMavericks",117,107,0,2016-12-19,224,1,1,127,1,1,99,0,0,241,0
"2959","PhiladelphiaErs","NewOrleansPelicans",93,108,0,2016-12-20,201,1,1,108,0,0,100,0,0,215,0
"2960","CharlotteHornets","LosAngelesLakers",117,113,0,2016-12-20,230,1,0,107,0,0,108,0,0,206,0
"2961","TorontoRaptors","BrooklynNets",116,104,0,2016-12-20,220,1,0,109,0,0,107,0,0,188,0
"2962","NewYorkKnicks","IndianaPacers",118,111,0,2016-12-20,229,0,0,114,1,1,107,0,0,241,0
"2963","MiamiHeat","OrlandoMagic",130,136,2,2016-12-20,266,0,1,95,0,1,79,0,0,200,0
"2964","MilwaukeeBucks","ClevelandCavaliers",108,114,1,2016-12-20,222,1,0,95,1,1,119,0,0,164,0
"2965","MemphisGrizzlies","BostonCeltics",109,112,1,2016-12-20,221,0,1,73,1,0,105,0,0,155,0
"2966","HoustonRockets","SanAntonioSpurs",100,102,0,2016-12-20,202,1,0,111,1,1,113,1,0,220,1
"2967","LosAngelesClippers","DenverNuggets",119,102,0,2016-12-20,221,0,0,110,1,1,117,0,0,227,0
"2968","GoldenStateWarriors","UtahJazz",104,74,0,2016-12-20,178,1,1,135,1,0,82,0,0,225,0
"2969","SacramentoKings","PortlandTrailBlazers",126,121,0,2016-12-20,247,0,0,79,0,0,90,0,0,178,0
"2970","ClevelandCavaliers","MilwaukeeBucks",113,102,0,2016-12-21,215,1,0,114,0,1,108,1,1,222,1
"2971","AtlantaHawks","MinnesotaTimberwolves",84,92,0,2016-12-21,176,1,0,110,1,1,115,0,0,218,0
"2972","DetroitPistons","MemphisGrizzlies",86,98,0,2016-12-21,184,0,0,82,0,1,109,0,1,195,0
"2973","ChicagoBulls","WashingtonWizards",97,107,0,2016-12-21,204,1,1,113,0,0,105,0,0,195,0
"2974","NewOrleansPelicans","OklahomaCityThunder",110,121,0,2016-12-21,231,1,0,108,0,1,108,0,0,201,0
"2975","UtahJazz","SacramentoKings",93,94,0,2016-12-21,187,0,0,74,1,1,126,0,0,178,0
"2976","PhoenixSuns","HoustonRockets",111,125,0,2016-12-21,236,0,0,108,0,1,100,0,0,223,0
"2977","PortlandTrailBlazers","DallasMavericks",95,96,0,2016-12-21,191,0,0,121,0,0,107,0,0,247,0
"2978","BrooklynNets","GoldenStateWarriors",101,117,0,2016-12-22,218,0,0,104,1,1,104,0,0,220,0
"2979","NewYorkKnicks","OrlandoMagic",106,95,0,2016-12-22,201,1,1,118,1,0,136,0,2,229,0
"2980","MiamiHeat","LosAngelesLakers",115,107,0,2016-12-22,222,0,1,130,0,0,113,2,0,266,2
"2981","IndianaPacers","BostonCeltics",102,109,0,2016-12-22,211,0,0,111,1,0,112,0,1,229,0
"2982","LosAngelesClippers","SanAntonioSpurs",106,101,0,2016-12-22,207,1,1,119,1,0,102,0,0,221,0
"2983","CharlotteHornets","ChicagoBulls",103,91,0,2016-12-23,194,1,1,117,0,1,97,0,0,230,0
"2984","OrlandoMagic","LosAngelesLakers",109,90,0,2016-12-23,199,0,0,95,0,0,107,0,0,201,0
"2985","ClevelandCavaliers","BrooklynNets",119,99,0,2016-12-23,218,1,1,113,0,1,101,0,0,215,0
"2986","BostonCeltics","OklahomaCityThunder",112,117,0,2016-12-23,229,1,0,109,1,0,121,0,0,211,0
"2987","DetroitPistons","GoldenStateWarriors",113,119,0,2016-12-23,232,0,1,86,1,0,117,0,0,184,0
"2988","MilwaukeeBucks","WashingtonWizards",123,96,0,2016-12-23,219,0,0,102,1,0,107,0,0,215,0
"2989","MemphisGrizzlies","HoustonRockets",115,109,0,2016-12-23,224,1,0,98,1,0,125,0,0,184,0
"2990","NewOrleansPelicans","MiamiHeat",91,87,0,2016-12-23,178,0,1,110,1,1,115,0,0,231,0
"2991","MinnesotaTimberwolves","SacramentoKings",105,109,0,2016-12-23,214,1,0,92,1,0,94,0,0,176,0
"2992","DenverNuggets","AtlantaHawks",108,109,0,2016-12-23,217,0,0,102,0,1,84,0,0,221,0
"2993","UtahJazz","TorontoRaptors",98,104,0,2016-12-23,202,0,1,93,1,1,116,0,0,187,0
"2994","PhoenixSuns","PhiladelphiaErs",123,116,0,2016-12-23,239,0,1,111,0,1,93,0,0,236,0
"2995","PortlandTrailBlazers","SanAntonioSpurs",90,110,0,2016-12-23,200,0,1,95,0,0,101,0,0,191,0
"2996","LosAngelesClippers","DallasMavericks",88,90,0,2016-12-23,178,1,1,106,1,0,96,0,0,207,0
"2997","NewYorkKnicks","BostonCeltics",114,119,0,2016-12-25,233,1,1,106,0,1,112,0,0,201,0
"2998","ClevelandCavaliers","GoldenStateWarriors",109,108,0,2016-12-25,217,1,1,119,1,0,119,0,0,218,0
"2999","SanAntonioSpurs","ChicagoBulls",119,100,0,2016-12-25,219,1,0,110,0,0,91,0,0,200,0
"3000","OklahomaCityThunder","MinnesotaTimberwolves",112,100,0,2016-12-25,212,1,0,117,0,1,105,0,0,229,0
"3001","LosAngelesLakers","LosAngelesClippers",111,102,0,2016-12-25,213,0,0,90,0,1,88,0,0,199,0
"3002","WashingtonWizards","MilwaukeeBucks",107,102,0,2016-12-26,209,0,0,96,1,1,123,0,0,219,0
"3003","OrlandoMagic","MemphisGrizzlies",112,102,0,2016-12-26,214,1,1,109,1,1,115,0,0,199,0
"3004","BrooklynNets","CharlotteHornets",120,118,0,2016-12-26,238,0,0,99,1,1,103,0,0,218,0
"3005","DetroitPistons","ClevelandCavaliers",106,90,0,2016-12-26,196,0,1,113,1,1,109,0,0,232,0
"3006","ChicagoBulls","IndianaPacers",90,85,0,2016-12-26,175,0,0,100,0,1,102,0,0,219,0
"3007","NewOrleansPelicans","DallasMavericks",111,104,0,2016-12-26,215,1,1,91,1,0,90,0,0,178,0
"3008","HoustonRockets","PhoenixSuns",131,115,0,2016-12-26,246,0,0,109,1,1,123,0,0,224,0
"3009","MinnesotaTimberwolves","AtlantaHawks",104,90,0,2016-12-26,194,0,0,100,1,0,109,0,0,212,0
"3010","PortlandTrailBlazers","TorontoRaptors",91,95,0,2016-12-26,186,0,1,90,1,0,104,0,0,200,0
"3011","LosAngelesClippers","DenverNuggets",102,106,0,2016-12-26,208,0,0,102,0,1,108,0,0,213,0
"3012","SacramentoKings","PhiladelphiaErs",102,100,0,2016-12-26,202,1,0,109,0,0,116,0,0,214,0
"3013","BostonCeltics","MemphisGrizzlies",113,103,0,2016-12-27,216,1,0,119,0,0,102,0,0,233,0
"3014","MiamiHeat","OklahomaCityThunder",94,106,0,2016-12-27,200,0,0,87,1,1,112,0,0,178,0
"3015","DallasMavericks","HoustonRockets",107,123,0,2016-12-27,230,0,0,104,1,1,131,0,0,215,0
"3016","LosAngelesLakers","UtahJazz",100,102,0,2016-12-27,202,1,1,111,0,1,98,0,0,213,0
"3017","DetroitPistons","MilwaukeeBucks",94,119,0,2016-12-28,213,1,1,106,0,0,102,0,0,196,0
"3018","ChicagoBulls","BrooklynNets",101,99,0,2016-12-28,200,1,1,90,1,1,120,0,0,175,0
"3019","NewOrleansPelicans","LosAngelesClippers",102,98,0,2016-12-28,200,1,1,111,0,1,102,0,0,215,0
"3020","SanAntonioSpurs","PhoenixSuns",119,98,0,2016-12-28,217,1,1,119,0,0,115,0,0,219,0
"3021","DenverNuggets","MinnesotaTimberwolves",105,103,0,2016-12-28,208,1,0,106,1,1,104,0,0,208,0
"3022","PortlandTrailBlazers","SacramentoKings",102,89,0,2016-12-28,191,0,1,91,1,1,102,0,0,186,0
"3023","GoldenStateWarriors","TorontoRaptors",121,111,0,2016-12-28,232,0,0,108,1,0,95,0,0,217,0
"3024","WashingtonWizards","IndianaPacers",111,105,0,2016-12-28,216,1,1,107,0,0,85,0,0,209,0
"3025","OrlandoMagic","CharlotteHornets",101,120,0,2016-12-28,221,1,1,112,0,0,118,0,0,214,0
"3026","AtlantaHawks","NewYorkKnicks",102,98,1,2016-12-28,200,0,0,90,0,1,114,0,0,194,0
"3027","CharlotteHornets","MiamiHeat",91,82,0,2016-12-29,173,1,0,120,0,1,94,0,0,221,0
"3028","MemphisGrizzlies","OklahomaCityThunder",114,80,0,2016-12-29,194,0,0,103,1,0,106,0,0,216,0
"3029","ClevelandCavaliers","BostonCeltics",124,118,0,2016-12-29,242,0,0,90,1,1,113,0,0,196,0
"3030","UtahJazz","PhiladelphiaErs",100,83,0,2016-12-29,183,1,0,102,0,0,100,0,0,202,0
"3031","PhoenixSuns","TorontoRaptors",99,91,0,2016-12-29,190,0,0,98,0,0,111,0,0,217,0
"3032","LosAngelesLakers","DallasMavericks",89,101,0,2016-12-29,190,0,1,100,0,1,107,0,0,202,0
"3033","IndianaPacers","ChicagoBulls",111,101,0,2016-12-30,212,0,0,105,1,1,101,0,0,216,0
"3034","WashingtonWizards","BrooklynNets",118,95,0,2016-12-30,213,1,1,111,0,0,99,0,0,216,0
"3035","BostonCeltics","MiamiHeat",117,114,0,2016-12-30,231,0,0,118,0,0,82,0,0,242,0
"3036","NewOrleansPelicans","NewYorkKnicks",104,92,0,2016-12-30,196,1,1,102,0,0,98,0,1,200,0
"3037","HoustonRockets","LosAngelesClippers",140,116,0,2016-12-30,256,1,0,123,0,0,98,0,0,230,0
"3038","MinnesotaTimberwolves","MilwaukeeBucks",116,99,0,2016-12-30,215,0,0,103,1,0,119,0,0,208,0
"3039","AtlantaHawks","DetroitPistons",105,98,0,2016-12-30,203,1,1,102,0,1,94,1,0,200,1
"3040","SanAntonioSpurs","PortlandTrailBlazers",110,94,0,2016-12-30,204,1,1,119,1,1,102,0,0,217,0
"3041","DenverNuggets","PhiladelphiaErs",122,124,0,2016-12-30,246,1,1,105,0,0,83,0,0,208,0
"3042","GoldenStateWarriors","DallasMavericks",108,99,0,2016-12-30,207,1,1,121,1,0,101,0,0,232,0
"3043","SacramentoKings","MemphisGrizzlies",98,112,0,2016-12-31,210,0,0,89,1,1,114,0,0,191,0
"3044","ChicagoBulls","MilwaukeeBucks",96,116,0,2016-12-31,212,0,0,101,0,0,99,0,0,212,0
"3045","CharlotteHornets","ClevelandCavaliers",109,121,0,2016-12-31,230,1,1,91,1,1,124,0,0,173,0
"3046","HoustonRockets","NewYorkKnicks",129,122,0,2016-12-31,251,1,1,140,0,0,92,0,0,256,0
"3047","UtahJazz","PhoenixSuns",91,86,0,2016-12-31,177,1,1,100,1,1,99,0,0,183,0
"3048","OklahomaCityThunder","LosAngelesClippers",114,88,0,2016-12-31,202,0,0,80,0,0,116,0,0,194,0
"3049","AtlantaHawks","SanAntonioSpurs",114,112,1,2017-01-01,226,1,1,105,1,1,110,0,0,203,0
"3050","MiamiHeat","DetroitPistons",98,107,0,2017-01-01,205,0,0,114,0,0,98,0,0,231,0
"3051","IndianaPacers","OrlandoMagic",117,104,0,2017-01-01,221,1,1,111,0,1,101,0,0,212,0
"3052","MinnesotaTimberwolves","PortlandTrailBlazers",89,95,0,2017-01-01,184,1,1,116,0,0,94,0,0,215,0
"3053","LosAngelesLakers","TorontoRaptors",114,123,0,2017-01-01,237,0,1,89,0,0,91,0,0,190,0
"3054","MilwaukeeBucks","OklahomaCityThunder",98,94,0,2017-01-02,192,1,0,116,1,1,114,0,0,212,0
"3055","ClevelandCavaliers","NewOrleansPelicans",90,82,0,2017-01-02,172,1,0,121,1,1,104,0,0,230,0
"3056","BrooklynNets","UtahJazz",89,101,0,2017-01-02,190,0,0,95,1,1,91,0,0,213,0
"3057","NewYorkKnicks","OrlandoMagic",103,115,0,2017-01-02,218,0,0,122,0,0,104,0,0,251,0
"3058","ChicagoBulls","CharlotteHornets",118,111,0,2017-01-02,229,0,1,96,0,1,109,0,0,212,0
"3059","HoustonRockets","WashingtonWizards",101,91,0,2017-01-02,192,1,1,129,1,1,118,0,0,251,0
"3060","LosAngelesClippers","PhoenixSuns",109,98,0,2017-01-02,207,0,0,88,0,0,86,0,0,202,0
"3061","GoldenStateWarriors","DenverNuggets",127,119,0,2017-01-02,246,1,1,108,0,1,122,0,0,207,0
"3062","PhiladelphiaErs","MinnesotaTimberwolves",93,91,0,2017-01-03,184,1,0,124,0,1,89,0,0,246,0
"3063","BostonCeltics","UtahJazz",115,104,0,2017-01-03,219,1,1,117,1,0,101,0,0,231,0
"3064","DetroitPistons","IndianaPacers",116,121,0,2017-01-03,237,1,0,107,1,1,117,0,0,205,0
"3065","DallasMavericks","WashingtonWizards",113,105,0,2017-01-03,218,0,0,99,0,0,91,0,0,207,0
"3066","SanAntonioSpurs","TorontoRaptors",110,82,0,2017-01-03,192,0,0,112,1,0,123,1,0,226,1
"3067","DenverNuggets","SacramentoKings",113,120,0,2017-01-03,233,0,0,119,0,1,98,0,0,246,0
"3068","PhoenixSuns","MiamiHeat",99,90,0,2017-01-03,189,0,0,98,0,1,98,0,0,207,0
"3069","LosAngelesLakers","MemphisGrizzlies",116,102,0,2017-01-03,218,0,1,114,1,0,112,0,0,237,0
"3070","CharlotteHornets","OklahomaCityThunder",123,112,0,2017-01-04,235,0,0,111,0,0,94,0,0,229,0
"3071","OrlandoMagic","AtlantaHawks",92,111,0,2017-01-04,203,1,0,115,1,1,114,0,1,218,0
"3072","NewYorkKnicks","MilwaukeeBucks",104,105,0,2017-01-04,209,0,1,103,1,1,98,0,0,218,0
"3073","ClevelandCavaliers","ChicagoBulls",94,106,0,2017-01-04,200,1,1,90,1,1,118,0,0,172,0
"3074","LosAngelesClippers","MemphisGrizzlies",115,106,0,2017-01-04,221,1,1,109,0,0,102,0,0,207,0
"3075","GoldenStateWarriors","PortlandTrailBlazers",125,117,0,2017-01-04,242,1,1,127,1,0,95,0,0,246,0
"3076","SacramentoKings","MiamiHeat",102,107,0,2017-01-04,209,1,0,120,0,0,90,0,0,233,0
"3077","IndianaPacers","BrooklynNets",121,109,0,2017-01-05,230,1,0,121,0,1,89,0,0,237,0
"3078","TorontoRaptors","UtahJazz",101,93,0,2017-01-05,194,0,0,82,0,0,104,0,0,192,0
"3079","DetroitPistons","CharlotteHornets",115,114,0,2017-01-05,229,0,1,116,1,1,123,0,0,237,0
"3080","NewOrleansPelicans","AtlantaHawks",94,99,0,2017-01-05,193,0,0,82,1,0,111,0,0,172,0
"3081","HoustonRockets","OklahomaCityThunder",118,116,0,2017-01-05,234,1,1,101,0,0,112,0,0,192,0
"3082","DallasMavericks","PhoenixSuns",95,102,0,2017-01-05,197,1,1,113,1,1,99,0,0,218,0
"3083","PortlandTrailBlazers","LosAngelesLakers",118,109,0,2017-01-05,227,0,0,117,1,1,116,0,0,242,0
"3084","DenverNuggets","SanAntonioSpurs",99,127,0,2017-01-05,226,0,1,113,1,1,110,0,0,233,0
"3085","WashingtonWizards","MinnesotaTimberwolves",112,105,0,2017-01-06,217,0,0,105,0,0,91,0,0,218,0
"3086","OrlandoMagic","HoustonRockets",93,100,0,2017-01-06,193,0,1,92,1,1,118,0,0,203,0
"3087","BostonCeltics","PhiladelphiaErs",110,106,0,2017-01-06,216,1,1,115,1,1,93,0,0,219,0
"3088","BrooklynNets","ClevelandCavaliers",108,116,0,2017-01-06,224,0,0,109,0,1,94,0,0,230,0
"3089","MilwaukeeBucks","NewYorkKnicks",111,116,0,2017-01-06,227,1,0,105,0,1,104,0,0,209,0
"3090","LosAngelesLakers","MiamiHeat",127,100,0,2017-01-06,227,0,0,109,1,0,107,0,0,227,0
"3091","GoldenStateWarriors","MemphisGrizzlies",119,128,1,2017-01-06,247,1,1,125,0,0,106,0,0,242,0
"3092","SacramentoKings","LosAngelesClippers",98,106,0,2017-01-06,204,0,1,102,1,1,115,0,0,209,0
"3093","IndianaPacers","NewYorkKnicks",123,109,0,2017-01-07,232,1,1,121,1,0,116,0,0,230,0
"3094","BostonCeltics","NewOrleansPelicans",117,108,0,2017-01-07,225,1,1,110,0,1,94,0,0,216,0
"3095","ChicagoBulls","TorontoRaptors",123,118,1,2017-01-07,241,1,0,106,1,1,101,0,0,200,0
"3096","OklahomaCityThunder","DenverNuggets",121,106,0,2017-01-07,227,0,0,116,0,1,99,0,0,234,0
"3097","MinnesotaTimberwolves","UtahJazz",92,94,0,2017-01-07,186,0,0,105,0,0,93,0,0,217,0
"3098","DallasMavericks","AtlantaHawks",82,97,0,2017-01-07,179,0,1,95,1,0,99,0,0,197,0
"3099","SanAntonioSpurs","CharlotteHornets",102,85,0,2017-01-07,187,1,0,127,0,0,114,0,0,226,0
"3100","PortlandTrailBlazers","DetroitPistons",124,125,2,2017-01-08,249,1,1,118,1,1,115,0,0,227,0
"3101","BrooklynNets","PhiladelphiaErs",95,105,0,2017-01-08,200,0,1,108,0,0,106,0,0,224,0
"3102","LosAngelesClippers","MiamiHeat",98,86,0,2017-01-08,184,1,0,106,0,0,100,0,0,204,0
"3103","MilwaukeeBucks","WashingtonWizards",101,107,0,2017-01-08,208,0,1,111,1,1,112,0,0,227,0
"3104","TorontoRaptors","HoustonRockets",122,129,0,2017-01-08,251,0,0,118,1,0,100,1,0,241,1
"3105","MemphisGrizzlies","UtahJazz",88,79,0,2017-01-08,167,1,0,128,1,0,94,1,0,247,1
"3106","PhoenixSuns","ClevelandCavaliers",116,120,0,2017-01-08,236,1,0,102,1,0,116,0,0,197,0
"3107","SacramentoKings","GoldenStateWarriors",106,117,0,2017-01-08,223,0,1,98,0,1,119,0,1,204,0
"3108","LosAngelesLakers","OrlandoMagic",111,95,0,2017-01-08,206,1,1,127,0,1,93,0,0,227,0
"3109","NewYorkKnicks","NewOrleansPelicans",96,110,0,2017-01-09,206,0,0,109,0,0,108,0,0,232,0
"3110","ChicagoBulls","OklahomaCityThunder",94,109,0,2017-01-09,203,1,1,123,1,1,121,1,0,241,1
"3111","MinnesotaTimberwolves","DallasMavericks",101,92,0,2017-01-09,193,0,1,92,0,1,82,0,0,186,0
"3112","WashingtonWizards","ChicagoBulls",101,99,0,2017-01-10,200,1,0,107,0,1,94,0,0,208,0
"3113","TorontoRaptors","BostonCeltics",114,106,0,2017-01-10,220,0,1,122,1,1,117,0,0,251,0
"3114","BrooklynNets","AtlantaHawks",97,117,0,2017-01-10,214,0,1,95,1,0,97,0,0,200,0
"3115","HoustonRockets","CharlotteHornets",121,114,0,2017-01-10,235,1,0,129,0,0,85,0,0,251,0
"3116","SanAntonioSpurs","MilwaukeeBucks",107,109,0,2017-01-10,216,1,1,102,0,1,101,0,0,187,0
"3117","UtahJazz","ClevelandCavaliers",100,92,0,2017-01-10,192,0,0,79,1,0,120,0,0,167,0
"3118","LosAngelesLakers","PortlandTrailBlazers",87,108,0,2017-01-10,195,1,1,111,0,1,124,0,2,206,0
"3119","GoldenStateWarriors","MiamiHeat",107,95,0,2017-01-10,202,1,0,117,0,0,86,0,0,223,0
"3120","SacramentoKings","DetroitPistons",100,94,0,2017-01-10,194,0,1,106,1,0,125,0,2,223,0
"3121","PhiladelphiaErs","NewYorkKnicks",98,97,0,2017-01-11,195,1,0,105,0,1,96,0,0,200,0
"3122","OklahomaCityThunder","MemphisGrizzlies",103,95,0,2017-01-11,198,1,0,109,1,1,88,0,0,203,0
"3123","MinnesotaTimberwolves","HoustonRockets",119,105,0,2017-01-11,224,1,1,101,1,1,121,0,0,193,0
"3124","BostonCeltics","WashingtonWizards",117,108,0,2017-01-11,225,0,0,106,1,1,101,0,0,220,0
"3125","LosAngelesClippers","OrlandoMagic",105,96,0,2017-01-11,201,1,1,98,0,0,95,0,0,184,0
"3126","PortlandTrailBlazers","ClevelandCavaliers",102,86,0,2017-01-11,188,1,0,108,0,0,92,0,0,195,0
"3127","DenverNuggets","IndianaPacers",140,112,0,2017-01-12,252,0,0,106,1,1,123,0,0,227,0
"3128","BrooklynNets","NewOrleansPelicans",95,104,0,2017-01-12,199,0,1,97,1,0,110,0,0,214,0
"3129","NewYorkKnicks","ChicagoBulls",104,89,0,2017-01-12,193,0,0,97,0,0,99,0,0,195,0
"3130","SanAntonioSpurs","LosAngelesLakers",134,94,0,2017-01-12,228,0,1,107,0,1,87,0,0,216,0
"3131","PhoenixSuns","DallasMavericks",108,113,0,2017-01-12,221,0,1,116,0,0,92,0,0,236,0
"3132","GoldenStateWarriors","DetroitPistons",127,107,0,2017-01-12,234,1,1,107,0,0,94,0,0,202,0
"3133","PhiladelphiaErs","CharlotteHornets",102,93,0,2017-01-13,195,1,1,98,0,0,114,0,0,195,0
"3134","TorontoRaptors","BrooklynNets",132,113,0,2017-01-13,245,1,1,114,0,1,95,0,0,220,0
"3135","MilwaukeeBucks","MiamiHeat",116,108,0,2017-01-13,224,1,0,109,0,0,95,0,0,216,0
"3136","HoustonRockets","MemphisGrizzlies",105,110,0,2017-01-13,215,0,0,105,0,0,95,0,0,224,0
"3137","MinnesotaTimberwolves","OklahomaCityThunder",96,86,0,2017-01-13,182,1,1,119,1,1,103,0,0,224,0
"3138","AtlantaHawks","BostonCeltics",101,103,0,2017-01-13,204,1,0,117,1,1,117,0,0,214,0
"3139","PortlandTrailBlazers","OrlandoMagic",109,115,0,2017-01-13,224,1,1,102,0,0,96,0,0,188,0
"3140","SacramentoKings","ClevelandCavaliers",108,120,0,2017-01-13,228,1,1,100,0,0,86,0,0,194,0
"3141","UtahJazz","DetroitPistons",110,77,0,2017-01-13,187,1,1,100,0,0,107,0,0,192,0
"3142","LosAngelesClippers","LosAngelesLakers",113,97,0,2017-01-14,210,1,1,105,0,0,94,0,0,201,0
"3143","ChicagoBulls","NewOrleansPelicans",107,99,0,2017-01-14,206,0,0,89,1,0,104,0,0,193,0
"3144","PhoenixSuns","SanAntonioSpurs",108,105,0,2017-01-14,213,0,1,108,1,1,134,0,0,221,0
"3145","WashingtonWizards","PhiladelphiaErs",109,93,0,2017-01-14,202,0,0,108,1,1,102,0,0,225,0
"3146","UtahJazz","OrlandoMagic",114,107,0,2017-01-14,221,1,1,110,1,0,115,0,0,187,0
"3147","TorontoRaptors","NewYorkKnicks",116,101,0,2017-01-15,217,1,1,132,1,1,104,0,0,245,0
"3148","AtlantaHawks","MilwaukeeBucks",111,98,0,2017-01-15,209,0,1,101,1,1,116,0,0,204,0
