"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosp_past_add.1"
"329","MinnesotaTimberwolves","OklahomaCityThunder",92,111,0,2014-12-12,203,1,1,90,1,1,103,0,0,172,0
"330","NewOrleansPelicans","ClevelandCavaliers",119,114,0,2014-12-12,233,0,0,107,0,0,94,0,0,219,0
"331","PhoenixSuns","DetroitPistons",103,105,0,2014-12-12,208,0,1,97,0,1,86,0,0,200,0
"332","UtahJazz","MiamiHeat",95,100,0,2014-12-12,195,1,1,100,0,0,82,0,0,196,0
"333","SanAntonioSpurs","LosAngelesLakers",110,112,1,2014-12-12,222,1,1,109,1,1,98,0,0,204,0
"334","ChicagoBulls","PortlandTrailBlazers",115,106,0,2014-12-12,221,1,1,105,0,0,82,0,0,185,0
"335","WashingtonWizards","LosAngelesClippers",104,96,0,2014-12-12,200,1,0,91,1,0,103,0,0,180,0
"336","AtlantaHawks","OrlandoMagic",87,81,0,2014-12-12,168,1,1,95,0,1,89,0,0,174,0
"337","BostonCeltics","NewYorkKnicks",95,101,0,2014-12-12,196,0,0,87,0,0,95,0,0,183,0
"338","BrooklynNets","PhiladelphiaErs",88,70,0,2014-12-12,158,0,0,80,0,0,79,0,0,185,0
"339","TorontoRaptors","IndianaPacers",106,94,0,2014-12-12,200,0,0,101,0,1,96,0,0,206,0
"340","DallasMavericks","GoldenStateWarriors",98,105,0,2014-12-13,203,1,1,112,1,1,105,0,0,219,0
"341","CharlotteHornets","BrooklynNets",87,114,0,2014-12-13,201,0,0,107,1,1,88,2,0,220,2
"342","IndianaPacers","PortlandTrailBlazers",85,95,0,2014-12-13,180,0,0,94,0,0,106,0,0,200,0
"343","OrlandoMagic","AtlantaHawks",100,99,0,2014-12-13,199,0,0,81,1,1,87,0,0,168,0
"344","MilwaukeeBucks","LosAngelesClippers",111,106,0,2014-12-13,217,0,0,101,0,0,96,0,0,215,0
"345","PhiladelphiaErs","MemphisGrizzlies",115,120,1,2014-12-13,235,0,0,70,1,1,113,0,2,158,0
"346","HoustonRockets","DenverNuggets",108,96,0,2014-12-13,204,1,0,113,1,1,102,1,0,222,1
"347","SacramentoKings","DetroitPistons",90,95,0,2014-12-13,185,0,1,109,1,0,105,1,0,222,1
"348","NewOrleansPelicans","GoldenStateWarriors",122,128,1,2014-12-14,250,1,1,119,1,0,105,0,0,233,0
"349","MiamiHeat","ChicagoBulls",75,93,0,2014-12-14,168,1,0,100,1,1,115,0,0,195,0
"350","WashingtonWizards","UtahJazz",93,84,0,2014-12-14,177,1,1,104,0,1,95,0,0,200,0
"351","MinnesotaTimberwolves","LosAngelesLakers",94,100,0,2014-12-14,194,0,1,92,1,0,112,0,1,203,0
"352","OklahomaCityThunder","PhoenixSuns",112,88,0,2014-12-14,200,1,0,111,0,1,103,0,0,203,0
"353","NewYorkKnicks","TorontoRaptors",90,95,1,2014-12-14,185,1,0,101,1,1,106,0,0,196,0
"354","DenverNuggets","SanAntonioSpurs",91,99,0,2014-12-14,190,0,0,96,0,1,110,0,1,204,0
"355","ClevelandCavaliers","CharlotteHornets",97,88,0,2014-12-15,185,0,0,114,0,1,87,0,0,233,0
"356","IndianaPacers","LosAngelesLakers",110,91,0,2014-12-15,201,0,1,85,1,0,100,0,0,180,0
"357","PhiladelphiaErs","BostonCeltics",87,105,0,2014-12-15,192,0,1,115,0,1,95,1,0,235,1
"358","AtlantaHawks","ChicagoBulls",93,86,0,2014-12-15,179,0,0,99,1,0,93,0,0,199,0
"359","TorontoRaptors","OrlandoMagic",95,82,0,2014-12-15,177,1,0,95,1,1,100,1,0,185,1
"360","PhoenixSuns","MilwaukeeBucks",94,96,0,2014-12-15,190,0,0,88,1,1,111,0,0,200,0
"361","PortlandTrailBlazers","SanAntonioSpurs",108,95,0,2014-12-15,203,1,0,95,1,0,99,0,0,180,0
"362","LosAngelesClippers","DetroitPistons",113,91,0,2014-12-15,204,0,0,106,1,0,95,0,0,217,0
"363","WashingtonWizards","MinnesotaTimberwolves",109,95,0,2014-12-16,204,1,1,93,0,1,94,0,0,177,0
"364","BrooklynNets","MiamiHeat",91,95,0,2014-12-16,186,1,0,114,0,1,75,0,0,201,0
"365","MemphisGrizzlies","GoldenStateWarriors",105,98,0,2014-12-16,203,1,0,120,1,0,128,1,1,235,1
"366","NewOrleansPelicans","UtahJazz",119,111,0,2014-12-16,230,0,1,122,0,0,84,1,0,250,1
"367","NewYorkKnicks","DallasMavericks",87,107,0,2014-12-16,194,0,1,90,0,1,98,1,0,185,1
"368","SacramentoKings","OklahomaCityThunder",92,104,0,2014-12-16,196,0,1,90,1,1,112,0,0,185,0
"369","CharlotteHornets","PhoenixSuns",106,111,0,2014-12-17,217,0,0,88,0,1,94,0,0,185,0
"370","ClevelandCavaliers","AtlantaHawks",98,127,0,2014-12-17,225,1,1,97,1,1,93,0,0,185,0
"371","BostonCeltics","OrlandoMagic",109,92,0,2014-12-17,201,1,0,105,0,0,82,0,0,192,0
"372","DetroitPistons","DallasMavericks",106,117,0,2014-12-17,223,0,0,91,1,0,107,0,0,204,0
"373","MiamiHeat","UtahJazz",87,105,0,2014-12-17,192,1,0,95,0,0,111,0,0,186,0
"374","TorontoRaptors","BrooklynNets",105,89,0,2014-12-17,194,1,1,95,0,1,91,0,0,177,0
"375","SanAntonioSpurs","MemphisGrizzlies",116,117,2,2014-12-17,233,0,0,95,1,1,105,0,0,203,0
"376","PortlandTrailBlazers","MilwaukeeBucks",104,97,0,2014-12-17,201,1,1,108,1,0,96,0,0,203,0
"377","LosAngelesClippers","IndianaPacers",102,100,0,2014-12-17,202,1,1,113,1,1,110,0,0,204,0
"378","DenverNuggets","HoustonRockets",111,115,1,2014-12-17,226,0,1,91,1,1,108,0,0,190,0
"379","ChicagoBulls","NewYorkKnicks",103,97,0,2014-12-18,200,0,0,86,0,1,87,0,0,179,0
"380","HoustonRockets","NewOrleansPelicans",90,99,0,2014-12-18,189,1,0,115,1,1,119,1,0,226,1
"381","SacramentoKings","MilwaukeeBucks",107,108,0,2014-12-18,215,0,1,92,0,0,97,0,0,196,0
"382","GoldenStateWarriors","OklahomaCityThunder",114,109,0,2014-12-18,223,0,0,98,1,0,104,0,0,203,0
"383","OrlandoMagic","UtahJazz",94,101,0,2014-12-19,195,0,0,92,1,0,105,0,0,201,0
"384","PhiladelphiaErs","CharlotteHornets",91,109,0,2014-12-19,200,0,1,87,0,1,106,0,0,192,0
"385","BostonCeltics","MinnesotaTimberwolves",114,98,0,2014-12-19,212,1,1,109,0,0,95,0,0,201,0
"386","ClevelandCavaliers","BrooklynNets",95,91,0,2014-12-19,186,0,1,98,0,0,89,0,0,225,0
"387","DetroitPistons","TorontoRaptors",100,110,0,2014-12-19,210,0,1,106,1,1,105,0,0,223,0
"388","MiamiHeat","WashingtonWizards",103,105,0,2014-12-19,208,0,1,87,1,1,109,0,0,192,0
"389","MemphisGrizzlies","ChicagoBulls",97,103,0,2014-12-19,200,1,0,117,1,1,103,2,0,233,2
"390","SanAntonioSpurs","PortlandTrailBlazers",119,129,2,2014-12-19,248,0,1,116,1,1,104,2,0,233,2
"391","DenverNuggets","LosAngelesClippers",109,106,0,2014-12-19,215,0,1,111,1,1,102,1,0,226,1
"392","LosAngelesLakers","OklahomaCityThunder",103,104,0,2014-12-19,207,0,0,91,0,0,109,0,0,201,0
"393","NewYorkKnicks","PhoenixSuns",90,99,0,2014-12-20,189,0,0,97,1,0,111,0,0,200,0
"394","NewOrleansPelicans","PortlandTrailBlazers",88,114,0,2014-12-20,202,1,0,99,1,0,129,0,2,189,0
"395","CharlotteHornets","UtahJazz",104,86,0,2014-12-20,190,1,0,109,1,0,101,0,0,200,0
"396","HoustonRockets","AtlantaHawks",97,104,0,2014-12-20,201,0,1,90,1,0,127,0,0,189,0
"397","DallasMavericks","SanAntonioSpurs",99,93,0,2014-12-20,192,1,0,117,0,1,119,0,2,223,0
"398","DenverNuggets","IndianaPacers",76,73,0,2014-12-20,149,1,1,109,0,0,100,0,0,215,0
"399","LosAngelesClippers","MilwaukeeBucks",106,102,0,2014-12-20,208,0,0,106,1,0,108,0,0,215,0
"400","TorontoRaptors","NewYorkKnicks",118,108,0,2014-12-21,226,1,0,110,0,1,90,0,0,210,0
"401","ClevelandCavaliers","MemphisGrizzlies",105,91,0,2014-12-21,196,1,1,95,0,1,97,0,0,186,0
"402","SacramentoKings","LosAngelesLakers",108,101,0,2014-12-21,209,0,1,107,0,1,103,0,0,215,0
"403","BrooklynNets","DetroitPistons",110,105,0,2014-12-21,215,0,0,91,0,1,100,0,0,186,0
"404","MiamiHeat","BostonCeltics",100,84,0,2014-12-21,184,0,1,103,1,1,114,0,0,208,0
"405","OrlandoMagic","PhiladelphiaErs",88,96,0,2014-12-21,184,0,1,94,0,1,91,0,0,195,0
"406","WashingtonWizards","PhoenixSuns",92,104,0,2014-12-21,196,1,0,105,1,0,99,0,0,208,0
"407","MinnesotaTimberwolves","IndianaPacers",96,100,0,2014-12-21,196,0,0,98,0,0,73,0,0,212,0
"408","OklahomaCityThunder","NewOrleansPelicans",99,101,0,2014-12-21,200,1,0,104,0,1,88,0,0,207,0
"409","CharlotteHornets","DenverNuggets",110,82,0,2014-12-22,192,1,1,104,1,1,76,0,0,190,0
"410","ChicagoBulls","TorontoRaptors",129,120,0,2014-12-22,249,1,0,103,1,1,118,0,0,200,0
"411","HoustonRockets","PortlandTrailBlazers",110,95,0,2014-12-22,205,0,1,97,1,0,114,0,0,201,0
"412","MemphisGrizzlies","UtahJazz",91,97,0,2014-12-22,188,0,0,91,0,0,86,0,0,196,0
"413","DallasMavericks","AtlantaHawks",102,105,0,2014-12-22,207,1,1,99,1,0,104,0,0,192,0
"414","SanAntonioSpurs","LosAngelesClippers",125,118,0,2014-12-22,243,0,0,93,1,1,106,0,0,192,0
"415","GoldenStateWarriors","SacramentoKings",128,108,0,2014-12-22,236,1,1,114,1,1,108,0,0,223,0
"416","ClevelandCavaliers","MinnesotaTimberwolves",125,104,0,2014-12-23,229,1,1,105,0,1,96,0,0,196,0
"417","IndianaPacers","NewOrleansPelicans",96,84,0,2014-12-23,180,1,0,100,1,0,101,0,0,196,0
"418","OrlandoMagic","BostonCeltics",100,95,0,2014-12-23,195,0,1,88,0,0,84,0,0,184,0
"419","WashingtonWizards","ChicagoBulls",91,99,0,2014-12-23,190,0,1,92,1,1,129,0,0,196,0
"420","AtlantaHawks","LosAngelesClippers",107,104,0,2014-12-23,211,1,0,105,0,0,118,0,0,207,0
"421","BrooklynNets","DenverNuggets",102,96,0,2014-12-23,198,1,1,110,0,0,82,0,0,215,0
"422","MiamiHeat","PhiladelphiaErs",87,91,0,2014-12-23,178,1,1,100,1,0,96,0,0,184,0
"423","MilwaukeeBucks","CharlotteHornets",101,108,0,2014-12-23,209,0,0,102,1,1,110,0,0,208,0
"424","OklahomaCityThunder","PortlandTrailBlazers",111,115,1,2014-12-23,226,0,1,99,0,0,95,0,0,200,0
"425","PhoenixSuns","DallasMavericks",124,115,0,2014-12-23,239,1,0,104,0,1,102,0,0,196,0
"426","LosAngelesLakers","GoldenStateWarriors",115,105,0,2014-12-23,220,0,0,101,1,1,128,0,0,209,0
"427","NewYorkKnicks","WashingtonWizards",91,102,0,2014-12-25,193,0,0,108,0,1,91,0,0,226,0
"428","SanAntonioSpurs","OklahomaCityThunder",106,114,0,2014-12-25,220,1,1,125,0,1,111,0,1,243,0
"429","MiamiHeat","ClevelandCavaliers",101,91,0,2014-12-25,192,0,1,87,1,1,125,0,0,178,0
"430","ChicagoBulls","LosAngelesLakers",113,93,0,2014-12-25,206,1,0,99,1,1,115,0,0,190,0
"431","LosAngelesClippers","GoldenStateWarriors",100,86,0,2014-12-25,186,0,0,104,0,0,105,0,0,211,0
"432","BostonCeltics","BrooklynNets",107,109,0,2014-12-26,216,0,0,95,1,1,102,0,0,195,0
"433","OrlandoMagic","ClevelandCavaliers",89,98,0,2014-12-26,187,1,1,100,0,0,91,0,0,195,0
"434","AtlantaHawks","MilwaukeeBucks",77,107,0,2014-12-26,184,1,1,107,0,1,101,0,0,211,0
"435","DetroitPistons","IndianaPacers",119,109,0,2014-12-26,228,0,0,105,1,1,96,0,0,215,0
"436","MemphisGrizzlies","HoustonRockets",111,117,1,2014-12-26,228,0,1,91,1,1,110,0,0,188,0
"437","NewOrleansPelicans","SanAntonioSpurs",97,90,0,2014-12-26,187,0,0,84,0,1,106,0,0,180,0
"438","OklahomaCityThunder","CharlotteHornets",98,75,0,2014-12-26,173,1,0,114,1,0,108,0,0,220,0
"439","DallasMavericks","LosAngelesLakers",102,98,0,2014-12-26,200,0,0,115,0,0,93,0,0,239,0
"440","DenverNuggets","MinnesotaTimberwolves",106,102,0,2014-12-26,208,0,0,96,0,0,104,0,0,198,0
"441","PortlandTrailBlazers","PhiladelphiaErs",114,93,0,2014-12-26,207,1,0,115,1,0,91,1,0,226,1
"442","SacramentoKings","PhoenixSuns",106,115,0,2014-12-26,221,0,0,108,1,1,124,0,0,236,0
"443","LosAngelesClippers","TorontoRaptors",98,110,0,2014-12-27,208,1,1,100,0,0,120,0,0,186,0
"444","CharlotteHornets","OrlandoMagic",94,102,0,2014-12-27,196,0,0,75,0,1,89,0,0,173,0
"445","WashingtonWizards","BostonCeltics",101,88,0,2014-12-27,189,1,0,102,0,1,107,0,0,193,0
"446","MiamiHeat","MemphisGrizzlies",95,103,0,2014-12-27,198,1,1,101,0,1,111,0,1,192,0
"447","ChicagoBulls","NewOrleansPelicans",107,100,0,2014-12-27,207,1,1,113,1,1,97,0,0,206,0
"448","BrooklynNets","IndianaPacers",85,110,0,2014-12-27,195,1,0,109,0,0,109,0,0,216,0
"449","MilwaukeeBucks","AtlantaHawks",85,90,0,2014-12-27,175,1,0,107,0,1,77,0,0,184,0
"450","UtahJazz","PhiladelphiaErs",88,71,0,2014-12-27,159,1,0,97,0,0,93,0,0,188,0
"451","SacramentoKings","NewYorkKnicks",135,129,1,2014-12-27,264,0,1,106,0,1,91,0,0,221,0
"452","GoldenStateWarriors","MinnesotaTimberwolves",110,97,0,2014-12-27,207,0,0,86,0,0,102,0,0,186,0
"453","ClevelandCavaliers","DetroitPistons",80,103,0,2014-12-28,183,1,0,98,1,1,119,0,0,187,0
"454","SanAntonioSpurs","HoustonRockets",110,106,0,2014-12-28,216,0,0,90,1,0,117,0,1,187,0
"455","DallasMavericks","OklahomaCityThunder",112,107,0,2014-12-28,219,1,1,102,1,1,98,0,0,200,0
"456","PortlandTrailBlazers","NewYorkKnicks",101,79,0,2014-12-28,180,1,1,114,0,0,129,0,1,207,0
"457","DenverNuggets","TorontoRaptors",102,116,0,2014-12-28,218,1,1,106,1,0,110,0,0,208,0
"458","LosAngelesLakers","PhoenixSuns",107,116,0,2014-12-28,223,0,0,98,1,0,115,0,0,200,0
"459","CharlotteHornets","MilwaukeeBucks",94,104,1,2014-12-29,198,0,1,94,0,1,85,0,0,196,0
"460","IndianaPacers","ChicagoBulls",90,92,0,2014-12-29,182,1,0,110,1,1,107,0,0,195,0
"461","BrooklynNets","SacramentoKings",107,99,0,2014-12-29,206,0,1,85,1,1,135,0,1,195,0
"462","MiamiHeat","OrlandoMagic",101,102,0,2014-12-29,203,0,1,95,1,0,102,0,0,198,0
"463","HoustonRockets","WashingtonWizards",103,104,0,2014-12-29,207,0,0,106,1,1,101,0,0,216,0
"464","LosAngelesClippers","UtahJazz",101,97,0,2014-12-29,198,0,1,98,1,1,88,0,0,208,0
"465","OrlandoMagic","DetroitPistons",86,109,0,2014-12-30,195,1,0,102,1,0,103,0,0,203,0
"466","AtlantaHawks","ClevelandCavaliers",109,101,0,2014-12-30,210,1,0,90,0,1,80,0,0,175,0
"467","ChicagoBulls","BrooklynNets",82,96,0,2014-12-30,178,1,0,92,1,1,107,0,0,182,0
"468","MemphisGrizzlies","SanAntonioSpurs",95,87,0,2014-12-30,182,1,0,103,1,1,110,0,0,198,0
"469","NewOrleansPelicans","PhoenixSuns",110,106,0,2014-12-30,216,0,0,100,1,0,116,0,0,207,0
"470","DallasMavericks","WashingtonWizards",114,87,0,2014-12-30,201,1,1,112,1,0,104,0,0,219,0
"471","DenverNuggets","LosAngelesLakers",103,111,0,2014-12-30,214,0,1,102,0,1,107,0,0,218,0
"472","UtahJazz","MinnesotaTimberwolves",100,94,0,2014-12-30,194,0,0,97,0,0,97,0,0,198,0
"473","PortlandTrailBlazers","TorontoRaptors",102,97,1,2014-12-30,199,1,1,101,1,0,116,0,0,180,0
"474","GoldenStateWarriors","PhiladelphiaErs",126,86,0,2014-12-30,212,1,1,110,0,0,71,0,0,207,0
"475","BostonCeltics","SacramentoKings",106,84,0,2014-12-31,190,0,0,88,0,0,99,0,0,189,0
"476","IndianaPacers","MiamiHeat",106,95,0,2014-12-31,201,0,1,90,0,1,101,0,0,182,0
"477","LosAngelesClippers","NewYorkKnicks",99,78,0,2014-12-31,177,1,1,101,0,0,79,0,0,198,0
"478","HoustonRockets","CharlotteHornets",102,83,0,2014-12-31,185,0,1,103,0,1,94,0,1,207,0
"479","ClevelandCavaliers","MilwaukeeBucks",80,96,0,2014-12-31,176,0,0,101,1,0,104,0,1,210,0
"480","OklahomaCityThunder","PhoenixSuns",137,134,1,2014-12-31,271,0,0,107,0,0,106,0,0,219,0
"481","SanAntonioSpurs","NewOrleansPelicans",95,93,1,2014-12-31,188,0,0,87,1,1,110,0,0,182,0
"482","ChicagoBulls","DenverNuggets",106,101,0,2015-01-01,207,0,1,82,0,1,103,0,0,178,0
"483","MinnesotaTimberwolves","SacramentoKings",107,110,0,2015-01-01,217,0,0,94,0,0,84,0,0,194,0
"484","CharlotteHornets","ClevelandCavaliers",87,91,0,2015-01-02,178,0,0,83,0,1,80,0,0,185,0
"485","OrlandoMagic","BrooklynNets",98,100,0,2015-01-02,198,0,1,86,1,0,96,0,0,195,0
"486","BostonCeltics","DallasMavericks",101,119,0,2015-01-02,220,1,1,106,1,1,114,0,0,190,0
"487","NewYorkKnicks","DetroitPistons",81,97,0,2015-01-02,178,0,0,78,1,0,109,0,0,177,0
"488","NewOrleansPelicans","HoustonRockets",111,83,0,2015-01-02,194,0,0,93,1,1,102,1,0,188,1
"489","OklahomaCityThunder","WashingtonWizards",109,102,0,2015-01-02,211,1,1,137,0,0,87,1,0,271,1
"490","MilwaukeeBucks","IndianaPacers",91,94,0,2015-01-02,185,1,0,96,1,1,106,0,0,176,0
"491","PhoenixSuns","PhiladelphiaErs",112,96,0,2015-01-02,208,0,0,134,0,0,86,1,0,271,1
"492","UtahJazz","AtlantaHawks",92,98,0,2015-01-02,190,1,1,100,1,1,109,0,0,194,0
"493","GoldenStateWarriors","TorontoRaptors",126,105,0,2015-01-02,231,1,1,126,0,0,97,0,1,212,0
"494","LosAngelesLakers","MemphisGrizzlies",106,109,0,2015-01-02,215,1,0,111,1,1,95,0,0,214,0
"495","OrlandoMagic","CharlotteHornets",90,98,0,2015-01-03,188,0,1,98,0,1,87,0,0,198,0
"496","ChicagoBulls","BostonCeltics",109,104,1,2015-01-03,213,1,1,106,0,1,101,0,0,207,0
"497","HoustonRockets","MiamiHeat",115,79,0,2015-01-03,194,0,0,83,0,0,95,0,0,194,0
"498","MinnesotaTimberwolves","UtahJazz",89,101,0,2015-01-03,190,0,1,107,0,1,92,0,0,217,0
"499","SanAntonioSpurs","WashingtonWizards",101,92,0,2015-01-03,193,1,1,95,0,0,102,1,0,188,1
"500","DenverNuggets","MemphisGrizzlies",114,85,0,2015-01-03,199,0,0,101,1,0,109,0,0,207,0
"501","PortlandTrailBlazers","AtlantaHawks",107,115,0,2015-01-03,222,1,1,102,1,0,98,1,0,199,1
"502","LosAngelesClippers","PhiladelphiaErs",127,91,0,2015-01-03,218,1,1,99,0,0,96,0,0,177,0
"503","ClevelandCavaliers","DallasMavericks",90,109,0,2015-01-04,199,1,0,91,1,0,119,0,0,178,0
"504","DetroitPistons","SacramentoKings",114,95,0,2015-01-04,209,1,0,97,1,0,110,0,0,178,0
"505","MiamiHeat","BrooklynNets",88,84,0,2015-01-04,172,0,0,79,1,0,100,0,0,194,0
"506","NewYorkKnicks","MilwaukeeBucks",82,95,0,2015-01-04,177,0,1,81,0,1,91,0,0,178,0
"507","PhoenixSuns","TorontoRaptors",125,109,0,2015-01-04,234,1,1,112,0,0,105,0,0,208,0
"508","LosAngelesLakers","IndianaPacers",88,87,0,2015-01-04,175,0,1,106,1,0,94,0,0,215,0
"509","PhiladelphiaErs","ClevelandCavaliers",95,92,0,2015-01-05,187,0,0,91,0,1,90,0,0,218,0
"510","BostonCeltics","CharlotteHornets",95,104,0,2015-01-05,199,0,0,104,1,0,98,1,0,213,1
"511","BrooklynNets","DallasMavericks",88,96,1,2015-01-05,184,0,0,84,1,0,109,0,0,172,0
"512","ChicagoBulls","HoustonRockets",114,105,0,2015-01-05,219,1,1,109,1,1,115,1,0,213,1
"513","MemphisGrizzlies","NewYorkKnicks",105,83,0,2015-01-05,188,0,0,85,0,1,82,0,0,199,0
"514","MinnesotaTimberwolves","DenverNuggets",101,110,0,2015-01-05,211,0,1,89,1,1,114,0,0,190,0
"515","NewOrleansPelicans","WashingtonWizards",85,92,0,2015-01-05,177,1,1,111,0,0,92,0,0,194,0
"516","UtahJazz","IndianaPacers",101,105,0,2015-01-05,206,1,0,101,0,0,87,0,0,190,0
"517","PortlandTrailBlazers","LosAngelesLakers",98,94,0,2015-01-05,192,0,1,107,1,1,88,0,0,222,0
"518","GoldenStateWarriors","OklahomaCityThunder",117,91,0,2015-01-05,208,1,1,126,1,1,109,0,0,231,0
"519","LosAngelesClippers","AtlantaHawks",98,107,0,2015-01-05,205,1,1,127,1,0,115,0,0,218,0
"520","MilwaukeeBucks","PhoenixSuns",96,102,0,2015-01-06,198,1,0,95,1,1,125,0,0,177,0
"521","SanAntonioSpurs","DetroitPistons",104,105,0,2015-01-06,209,1,1,101,1,1,114,0,0,193,0
"522","CharlotteHornets","NewOrleansPelicans",98,94,0,2015-01-07,192,1,0,104,0,1,85,0,0,199,0
"523","ClevelandCavaliers","HoustonRockets",93,105,0,2015-01-07,198,0,0,92,0,0,105,0,0,187,0
"524","PhiladelphiaErs","MilwaukeeBucks",77,97,0,2015-01-07,174,1,1,95,0,1,96,0,0,187,0
"525","WashingtonWizards","NewYorkKnicks",101,91,0,2015-01-07,192,1,0,92,0,0,83,0,0,177,0
"526","AtlantaHawks","MemphisGrizzlies",96,86,0,2015-01-07,182,1,0,107,1,1,105,0,0,205,0
"527","BrooklynNets","BostonCeltics",81,89,0,2015-01-07,170,0,1,88,0,1,95,1,0,184,1
"528","ChicagoBulls","UtahJazz",77,97,0,2015-01-07,174,1,1,114,0,1,101,0,0,219,0
"529","DallasMavericks","DetroitPistons",95,108,0,2015-01-07,203,1,0,96,1,0,105,1,0,184,1
"530","DenverNuggets","OrlandoMagic",93,90,0,2015-01-07,183,1,0,110,0,1,90,0,0,211,0
"531","MinnesotaTimberwolves","PhoenixSuns",111,113,0,2015-01-07,224,0,1,101,1,0,102,0,0,211,0
"532","SacramentoKings","OklahomaCityThunder",104,83,0,2015-01-07,187,0,0,95,0,0,91,0,0,209,0
"533","GoldenStateWarriors","IndianaPacers",117,102,0,2015-01-07,219,1,1,117,1,0,105,0,0,208,0
"534","LosAngelesClippers","LosAngelesLakers",114,89,0,2015-01-07,203,0,1,98,0,0,94,0,0,205,0
"535","TorontoRaptors","CharlotteHornets",95,103,0,2015-01-08,198,0,0,109,1,1,98,0,0,234,0
"536","NewYorkKnicks","HoustonRockets",96,120,0,2015-01-08,216,0,0,91,1,0,105,0,0,192,0
"537","PortlandTrailBlazers","MiamiHeat",99,83,0,2015-01-08,182,1,1,98,1,1,88,0,0,192,0
"538","IndianaPacers","BostonCeltics",107,103,1,2015-01-09,210,0,0,102,1,0,89,0,0,219,0
"539","BrooklynNets","PhiladelphiaErs",88,90,0,2015-01-09,178,0,1,81,0,1,77,0,0,170,0
"540","DetroitPistons","AtlantaHawks",103,106,0,2015-01-09,209,1,0,108,1,1,96,0,0,203,0
"541","NewOrleansPelicans","MemphisGrizzlies",106,95,0,2015-01-09,201,0,0,94,0,0,86,0,0,192,0
"542","OklahomaCityThunder","UtahJazz",99,94,0,2015-01-09,193,0,0,83,1,0,97,0,0,187,0
"543","WashingtonWizards","ChicagoBulls",102,86,0,2015-01-09,188,1,1,101,0,1,77,0,0,192,0
"544","MilwaukeeBucks","MinnesotaTimberwolves",98,84,0,2015-01-09,182,1,0,97,0,1,111,0,0,174,0
"545","SanAntonioSpurs","PhoenixSuns",100,95,0,2015-01-09,195,0,1,104,1,0,113,0,0,209,0
"546","SacramentoKings","DenverNuggets",108,118,0,2015-01-09,226,1,1,104,1,1,93,0,0,187,0
"547","GoldenStateWarriors","ClevelandCavaliers",112,94,0,2015-01-09,206,1,1,117,0,1,93,0,0,219,0
"548","LosAngelesLakers","OrlandoMagic",101,84,0,2015-01-09,185,0,0,89,0,0,90,0,0,203,0
"549","NewYorkKnicks","CharlotteHornets",82,110,0,2015-01-10,192,0,1,96,1,0,103,0,0,216,0
"550","LosAngelesClippers","DallasMavericks",120,100,0,2015-01-10,220,1,1,114,0,1,95,0,0,203,0
"551","DetroitPistons","BrooklynNets",98,93,0,2015-01-10,191,0,1,103,0,1,88,0,0,209,0
"552","PhiladelphiaErs","IndianaPacers",93,92,0,2015-01-10,185,1,0,90,1,1,107,0,1,178,0
"553","TorontoRaptors","BostonCeltics",109,96,0,2015-01-10,205,0,1,95,0,0,103,0,1,198,0
"554","ChicagoBulls","MilwaukeeBucks",95,87,0,2015-01-10,182,0,0,86,1,1,98,0,0,188,0
"555","HoustonRockets","UtahJazz",97,82,0,2015-01-10,179,1,0,120,0,0,94,0,0,216,0
"556","MinnesotaTimberwolves","SanAntonioSpurs",93,108,0,2015-01-10,201,0,0,84,1,1,100,0,0,182,0
"557","PortlandTrailBlazers","OrlandoMagic",103,92,0,2015-01-10,195,1,1,99,0,0,84,0,0,182,0
"558","AtlantaHawks","WashingtonWizards",120,89,0,2015-01-11,209,1,0,106,1,1,102,0,0,209,0
"559","LosAngelesClippers","MiamiHeat",90,104,0,2015-01-11,194,1,1,120,0,0,83,0,0,220,0
"560","MemphisGrizzlies","PhoenixSuns",122,110,2,2015-01-11,232,0,0,95,0,0,95,0,0,201,0
"561","SacramentoKings","ClevelandCavaliers",103,84,0,2015-01-11,187,0,1,108,0,0,94,0,0,226,0
"562","LosAngelesLakers","PortlandTrailBlazers",94,106,0,2015-01-11,200,1,1,101,1,1,103,0,0,185,0
"563","BostonCeltics","NewOrleansPelicans",108,100,0,2015-01-12,208,0,0,96,1,1,106,0,0,205,0
"564","BrooklynNets","HoustonRockets",99,113,0,2015-01-12,212,0,0,93,1,1,97,0,0,191,0
"565","TorontoRaptors","DetroitPistons",111,114,0,2015-01-12,225,1,1,109,1,1,98,0,0,205,0
"566","ChicagoBulls","OrlandoMagic",114,121,0,2015-01-12,235,1,1,95,0,0,92,0,0,182,0
"567","IndianaPacers","MinnesotaTimberwolves",101,110,0,2015-01-13,211,0,0,92,0,1,93,0,0,185,0
"568","PhiladelphiaErs","AtlantaHawks",87,105,0,2015-01-13,192,1,1,93,1,1,120,0,0,185,0
"569","WashingtonWizards","SanAntonioSpurs",101,93,0,2015-01-13,194,0,0,89,1,0,108,0,0,209,0
"570","PhoenixSuns","ClevelandCavaliers",107,100,0,2015-01-13,207,0,0,110,0,0,84,2,0,232,2
"571","UtahJazz","GoldenStateWarriors",105,116,0,2015-01-13,221,0,0,82,1,1,112,0,0,179,0
