"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty"
"1186","DenverNuggets","SanAntonioSpurs",102,98,0,2016-04-08
"1187","UtahJazz","LosAngelesClippers",99,102,1,2016-04-08
"1188","NewOrleansPelicans","PhoenixSuns",100,121,0,2016-04-09
"1189","AtlantaHawks","BostonCeltics",118,107,0,2016-04-09
"1190","MemphisGrizzlies","GoldenStateWarriors",99,100,0,2016-04-09
"1191","ChicagoBulls","ClevelandCavaliers",105,102,0,2016-04-09
"1192","PortlandTrailBlazers","MinnesotaTimberwolves",105,106,0,2016-04-09
"1193","SacramentoKings","OklahomaCityThunder",114,112,0,2016-04-09
"1194","WashingtonWizards","CharlotteHornets",113,98,0,2016-04-10
"1195","HoustonRockets","LosAngelesLakers",130,110,0,2016-04-10
"1196","LosAngelesClippers","DallasMavericks",98,91,0,2016-04-10
"1197","PhiladelphiaErs","MilwaukeeBucks",108,109,1,2016-04-10
"1198","DenverNuggets","UtahJazz",84,100,0,2016-04-10
"1199","IndianaPacers","BrooklynNets",129,105,0,2016-04-10
"1200","MiamiHeat","OrlandoMagic",118,96,0,2016-04-10
"1201","SanAntonioSpurs","GoldenStateWarriors",86,92,0,2016-04-10
"1202","NewYorkKnicks","TorontoRaptors",89,93,0,2016-04-10
"1203","ClevelandCavaliers","AtlantaHawks",109,94,0,2016-04-11
"1204","OrlandoMagic","MilwaukeeBucks",107,98,0,2016-04-11
"1205","BostonCeltics","CharlotteHornets",100,114,0,2016-04-11
"1206","BrooklynNets","WashingtonWizards",111,120,0,2016-04-11
"1207","MinnesotaTimberwolves","HoustonRockets",105,129,0,2016-04-11
"1208","NewOrleansPelicans","ChicagoBulls",116,121,0,2016-04-11
"1209","OklahomaCityThunder","LosAngelesLakers",112,79,0,2016-04-11
"1210","UtahJazz","DallasMavericks",92,101,0,2016-04-11
"1211","PhoenixSuns","SacramentoKings",101,105,0,2016-04-11
"1212","IndianaPacers","NewYorkKnicks",102,90,0,2016-04-12
"1213","DetroitPistons","MiamiHeat",93,99,0,2016-04-12
"1214","TorontoRaptors","PhiladelphiaErs",122,98,0,2016-04-12
"1215","SanAntonioSpurs","OklahomaCityThunder",102,98,1,2016-04-12
"1216","LosAngelesClippers","MemphisGrizzlies",110,84,0,2016-04-12
"1217","BostonCeltics","MiamiHeat",98,88,0,2016-04-13
"1218","BrooklynNets","TorontoRaptors",96,103,0,2016-04-13
"1219","CharlotteHornets","OrlandoMagic",117,103,0,2016-04-13
"1220","ClevelandCavaliers","DetroitPistons",110,112,1,2016-04-13
"1221","WashingtonWizards","AtlantaHawks",109,98,0,2016-04-13
"1222","ChicagoBulls","PhiladelphiaErs",115,105,0,2016-04-13
"1223","DallasMavericks","SanAntonioSpurs",91,96,0,2016-04-13
"1224","HoustonRockets","SacramentoKings",116,81,0,2016-04-13
"1225","MilwaukeeBucks","IndianaPacers",92,97,0,2016-04-13
"1226","MinnesotaTimberwolves","NewOrleansPelicans",144,109,0,2016-04-13
"1227","GoldenStateWarriors","MemphisGrizzlies",125,104,0,2016-04-13
"1228","LosAngelesLakers","UtahJazz",101,96,0,2016-04-13
"1229","PhoenixSuns","LosAngelesClippers",114,105,0,2016-04-13
"1230","PortlandTrailBlazers","DenverNuggets",107,99,0,2016-04-13
"1231","TorontoRaptors","IndianaPacers",90,100,0,2016-04-16
"1232","GoldenStateWarriors","HoustonRockets",104,78,0,2016-04-16
"1233","OklahomaCityThunder","DallasMavericks",108,70,0,2016-04-16
"1234","AtlantaHawks","BostonCeltics",102,101,0,2016-04-16
"1235","SanAntonioSpurs","MemphisGrizzlies",106,74,0,2016-04-17
"1236","LosAngelesClippers","PortlandTrailBlazers",115,95,0,2016-04-17
"1237","ClevelandCavaliers","DetroitPistons",106,101,0,2016-04-17
"1238","MiamiHeat","CharlotteHornets",123,91,0,2016-04-17
"1239","TorontoRaptors","IndianaPacers",98,87,0,2016-04-18
"1240","GoldenStateWarriors","HoustonRockets",115,106,0,2016-04-18
"1241","OklahomaCityThunder","DallasMavericks",84,85,0,2016-04-18
"1242","SanAntonioSpurs","MemphisGrizzlies",94,68,0,2016-04-19
"1243","AtlantaHawks","BostonCeltics",89,72,0,2016-04-19
"1244","LosAngelesClippers","PortlandTrailBlazers",102,81,0,2016-04-20
"1245","ClevelandCavaliers","DetroitPistons",107,90,0,2016-04-20
"1246","MiamiHeat","CharlotteHornets",115,103,0,2016-04-20
"1247","IndianaPacers","TorontoRaptors",85,101,0,2016-04-21
"1248","HoustonRockets","GoldenStateWarriors",97,96,0,2016-04-21
"1249","DallasMavericks","OklahomaCityThunder",102,131,0,2016-04-21
"1250","MemphisGrizzlies","SanAntonioSpurs",87,96,0,2016-04-22
"1251","DetroitPistons","ClevelandCavaliers",91,101,0,2016-04-22
"1252","BostonCeltics","AtlantaHawks",111,103,0,2016-04-22
"1253","IndianaPacers","TorontoRaptors",100,83,0,2016-04-23
"1254","DallasMavericks","OklahomaCityThunder",108,119,0,2016-04-23
"1255","PortlandTrailBlazers","LosAngelesClippers",96,88,0,2016-04-23
"1256","CharlotteHornets","MiamiHeat",96,80,0,2016-04-23
"1257","HoustonRockets","GoldenStateWarriors",94,121,0,2016-04-24
"1258","MemphisGrizzlies","SanAntonioSpurs",95,116,0,2016-04-24
"1259","DetroitPistons","ClevelandCavaliers",98,100,0,2016-04-24
"1260","BostonCeltics","AtlantaHawks",104,95,1,2016-04-24
"1261","OklahomaCityThunder","DallasMavericks",118,104,0,2016-04-25
"1262","PortlandTrailBlazers","LosAngelesClippers",98,84,0,2016-04-25
"1263","CharlotteHornets","MiamiHeat",89,85,0,2016-04-25
"1264","TorontoRaptors","IndianaPacers",102,99,0,2016-04-26
"1265","AtlantaHawks","BostonCeltics",110,83,0,2016-04-26
"1266","GoldenStateWarriors","HoustonRockets",114,81,0,2016-04-27
"1267","LosAngelesClippers","PortlandTrailBlazers",98,108,0,2016-04-27
"1268","MiamiHeat","CharlotteHornets",88,90,0,2016-04-27
"1269","BostonCeltics","AtlantaHawks",92,104,0,2016-04-28
"1270","IndianaPacers","TorontoRaptors",101,83,0,2016-04-29
"1271","PortlandTrailBlazers","LosAngelesClippers",106,103,0,2016-04-29
"1272","CharlotteHornets","MiamiHeat",90,97,0,2016-04-29
"1273","SanAntonioSpurs","OklahomaCityThunder",124,92,0,2016-04-30
"1274","ClevelandCavaliers","NewYorkKnicks",117,88,0,2016-10-25
"1275","PortlandTrailBlazers","UtahJazz",113,104,0,2016-10-25
"1276","GoldenStateWarriors","SanAntonioSpurs",100,129,0,2016-10-25
"1277","OrlandoMagic","MiamiHeat",96,108,0,2016-10-26
"1278","IndianaPacers","DallasMavericks",130,121,1,2016-10-26
"1279","BostonCeltics","BrooklynNets",122,117,0,2016-10-26
"1280","TorontoRaptors","DetroitPistons",109,91,0,2016-10-26
"1281","MilwaukeeBucks","CharlotteHornets",96,107,0,2016-10-26
"1282","MemphisGrizzlies","MinnesotaTimberwolves",102,98,0,2016-10-26
"1283","NewOrleansPelicans","DenverNuggets",102,107,0,2016-10-26
"1284","PhiladelphiaErs","OklahomaCityThunder",97,103,0,2016-10-26
"1285","PhoenixSuns","SacramentoKings",94,113,0,2016-10-26
"1286","LosAngelesLakers","HoustonRockets",120,114,0,2016-10-26
"1287","AtlantaHawks","WashingtonWizards",114,99,0,2016-10-27
"1288","ChicagoBulls","BostonCeltics",105,99,0,2016-10-27
"1289","SacramentoKings","SanAntonioSpurs",94,102,0,2016-10-27
"1290","PortlandTrailBlazers","LosAngelesClippers",106,114,0,2016-10-27
"1291","TorontoRaptors","ClevelandCavaliers",91,94,0,2016-10-28
"1292","BrooklynNets","IndianaPacers",103,94,0,2016-10-28
"1293","DetroitPistons","OrlandoMagic",108,82,0,2016-10-28
"1294","OklahomaCityThunder","PhoenixSuns",113,110,1,2016-10-28
"1295","MiamiHeat","CharlotteHornets",91,97,0,2016-10-28
"1296","DallasMavericks","HoustonRockets",98,106,0,2016-10-28
"1297","UtahJazz","LosAngelesLakers",96,89,0,2016-10-28
"1298","NewOrleansPelicans","GoldenStateWarriors",114,122,0,2016-10-28
"1299","PhiladelphiaErs","AtlantaHawks",72,104,0,2016-10-29
"1300","CharlotteHornets","BostonCeltics",98,104,0,2016-10-29
"1301","NewYorkKnicks","MemphisGrizzlies",111,104,0,2016-10-29
"1302","ClevelandCavaliers","OrlandoMagic",105,99,0,2016-10-29
"1303","ChicagoBulls","IndianaPacers",118,101,0,2016-10-29
"1304","MilwaukeeBucks","BrooklynNets",110,108,0,2016-10-29
"1305","SanAntonioSpurs","NewOrleansPelicans",98,79,0,2016-10-29
"1306","DenverNuggets","PortlandTrailBlazers",113,115,1,2016-10-29
"1307","SacramentoKings","MinnesotaTimberwolves",106,103,0,2016-10-29
"1308","LosAngelesClippers","UtahJazz",88,75,0,2016-10-30
"1309","PhoenixSuns","GoldenStateWarriors",100,106,0,2016-10-30
"1310","MiamiHeat","SanAntonioSpurs",99,106,0,2016-10-30
"1311","DetroitPistons","MilwaukeeBucks",98,83,0,2016-10-30
"1312","OklahomaCityThunder","LosAngelesLakers",113,96,0,2016-10-30
"1313","MemphisGrizzlies","WashingtonWizards",112,103,1,2016-10-30
"1314","HoustonRockets","DallasMavericks",93,92,0,2016-10-30
"1315","TorontoRaptors","DenverNuggets",105,102,0,2016-10-31
"1316","BrooklynNets","ChicagoBulls",88,118,0,2016-10-31
"1317","AtlantaHawks","SacramentoKings",106,95,0,2016-10-31
"1318","LosAngelesClippers","PhoenixSuns",116,98,0,2016-10-31
"1319","PhiladelphiaErs","OrlandoMagic",101,103,0,2016-11-01
"1320","ClevelandCavaliers","HoustonRockets",128,120,0,2016-11-01
"1321","IndianaPacers","LosAngelesLakers",115,108,0,2016-11-01
"1322","MiamiHeat","SacramentoKings",108,96,1,2016-11-01
"1323","DetroitPistons","NewYorkKnicks",102,89,0,2016-11-01
"1324","NewOrleansPelicans","MilwaukeeBucks",113,117,0,2016-11-01
"1325","MinnesotaTimberwolves","MemphisGrizzlies",116,80,0,2016-11-01
"1326","SanAntonioSpurs","UtahJazz",91,106,0,2016-11-01
"1327","PortlandTrailBlazers","GoldenStateWarriors",104,127,0,2016-11-01
"1328","WashingtonWizards","TorontoRaptors",103,113,0,2016-11-02
"1329","CharlotteHornets","PhiladelphiaErs",109,93,0,2016-11-02
"1330","BrooklynNets","DetroitPistons",109,101,0,2016-11-02
"1331","NewYorkKnicks","HoustonRockets",99,118,0,2016-11-02
"1332","AtlantaHawks","LosAngelesLakers",116,123,0,2016-11-02
"1333","MemphisGrizzlies","NewOrleansPelicans",89,83,1,2016-11-02
"1334","BostonCeltics","ChicagoBulls",107,100,0,2016-11-02
"1335","UtahJazz","DallasMavericks",97,81,0,2016-11-02
"1336","PhoenixSuns","PortlandTrailBlazers",118,115,1,2016-11-02
"1337","LosAngelesClippers","OklahomaCityThunder",83,85,0,2016-11-02
"1338","OrlandoMagic","SacramentoKings",102,94,0,2016-11-03
"1339","MilwaukeeBucks","IndianaPacers",125,107,0,2016-11-03
"1340","MinnesotaTimberwolves","DenverNuggets",99,102,0,2016-11-03
"1341","ClevelandCavaliers","BostonCeltics",128,122,0,2016-11-03
"1342","GoldenStateWarriors","OklahomaCityThunder",122,96,0,2016-11-03
"1343","WashingtonWizards","AtlantaHawks",95,92,0,2016-11-04
"1344","TorontoRaptors","MiamiHeat",96,87,0,2016-11-04
"1345","BrooklynNets","CharlotteHornets",95,99,0,2016-11-04
"1346","ChicagoBulls","NewYorkKnicks",104,117,0,2016-11-04
"1347","MemphisGrizzlies","LosAngelesClippers",88,99,0,2016-11-04
"1348","NewOrleansPelicans","PhoenixSuns",111,112,1,2016-11-04
"1349","DallasMavericks","PortlandTrailBlazers",95,105,0,2016-11-04
"1350","UtahJazz","SanAntonioSpurs",86,100,0,2016-11-04
"1351","LosAngelesLakers","GoldenStateWarriors",117,97,0,2016-11-04
"1352","OklahomaCityThunder","MinnesotaTimberwolves",112,92,0,2016-11-05
"1353","PhiladelphiaErs","ClevelandCavaliers",101,102,0,2016-11-05
"1354","OrlandoMagic","WashingtonWizards",88,86,0,2016-11-05
"1355","DetroitPistons","DenverNuggets",103,86,0,2016-11-05
"1356","IndianaPacers","ChicagoBulls",111,94,0,2016-11-05
"1357","AtlantaHawks","HoustonRockets",112,97,0,2016-11-05
"1358","MilwaukeeBucks","SacramentoKings",117,91,0,2016-11-05
"1359","SanAntonioSpurs","LosAngelesClippers",92,116,0,2016-11-05
"1360","NewYorkKnicks","UtahJazz",109,114,0,2016-11-06
"1361","MemphisGrizzlies","PortlandTrailBlazers",94,100,0,2016-11-06
"1362","TorontoRaptors","SacramentoKings",91,96,0,2016-11-06
"1363","DallasMavericks","MilwaukeeBucks",86,75,1,2016-11-06
"1364","BostonCeltics","DenverNuggets",107,123,0,2016-11-06
"1365","LosAngelesLakers","PhoenixSuns",119,108,0,2016-11-06
"1366","PhiladelphiaErs","UtahJazz",84,109,0,2016-11-07
"1367","WashingtonWizards","HoustonRockets",106,114,0,2016-11-07
"1368","CharlotteHornets","IndianaPacers",122,100,0,2016-11-07
"1369","ChicagoBulls","OrlandoMagic",112,80,0,2016-11-07
"1370","OklahomaCityThunder","MiamiHeat",97,85,0,2016-11-07
"1371","LosAngelesClippers","DetroitPistons",114,82,0,2016-11-07
"1372","GoldenStateWarriors","NewOrleansPelicans",116,106,0,2016-11-07
"1373","ClevelandCavaliers","AtlantaHawks",106,110,0,2016-11-08
"1374","BrooklynNets","MinnesotaTimberwolves",119,110,0,2016-11-08
"1375","MemphisGrizzlies","DenverNuggets",108,107,0,2016-11-08
"1376","PortlandTrailBlazers","PhoenixSuns",124,121,0,2016-11-08
"1377","LosAngelesLakers","DallasMavericks",97,109,0,2016-11-08
"1378","SacramentoKings","NewOrleansPelicans",102,94,0,2016-11-08
"1379","NewYorkKnicks","BrooklynNets",110,96,0,2016-11-09
"1380","WashingtonWizards","BostonCeltics",118,93,0,2016-11-09
"1381","CharlotteHornets","UtahJazz",104,98,0,2016-11-09
"1382","OrlandoMagic","MinnesotaTimberwolves",107,123,0,2016-11-09
"1383","IndianaPacers","PhiladelphiaErs",122,115,1,2016-11-09
"1384","AtlantaHawks","ChicagoBulls",115,107,0,2016-11-09
"1385","OklahomaCityThunder","TorontoRaptors",102,112,0,2016-11-09
"1386","PhoenixSuns","DetroitPistons",107,100,0,2016-11-09
"1387","SanAntonioSpurs","HoustonRockets",99,101,0,2016-11-09
"1388","LosAngelesClippers","PortlandTrailBlazers",111,80,0,2016-11-09
"1389","GoldenStateWarriors","DallasMavericks",116,95,0,2016-11-09
"1390","MilwaukeeBucks","NewOrleansPelicans",106,112,0,2016-11-10
"1391","MiamiHeat","ChicagoBulls",95,98,0,2016-11-10
"1392","DenverNuggets","GoldenStateWarriors",101,125,0,2016-11-10
"1393","SacramentoKings","LosAngelesLakers",91,101,0,2016-11-10
"1394","PhiladelphiaErs","IndianaPacers",109,105,1,2016-11-11
"1395","WashingtonWizards","ClevelandCavaliers",94,105,0,2016-11-11
"1396","CharlotteHornets","TorontoRaptors",111,113,0,2016-11-11
"1397","OrlandoMagic","UtahJazz",74,87,0,2016-11-11
"1398","BostonCeltics","NewYorkKnicks",115,87,0,2016-11-11
"1399","OklahomaCityThunder","LosAngelesClippers",108,110,0,2016-11-11
"1400","SanAntonioSpurs","DetroitPistons",96,86,0,2016-11-11
"1401","PortlandTrailBlazers","SacramentoKings",122,120,1,2016-11-11
"1402","NewOrleansPelicans","LosAngelesLakers",99,126,0,2016-11-12
"1403","IndianaPacers","BostonCeltics",99,105,0,2016-11-12
"1404","TorontoRaptors","NewYorkKnicks",118,107,0,2016-11-12
"1405","AtlantaHawks","PhiladelphiaErs",117,96,0,2016-11-12
"1406","ChicagoBulls","WashingtonWizards",106,95,0,2016-11-12
"1407","HoustonRockets","SanAntonioSpurs",100,106,0,2016-11-12
"1408","MinnesotaTimberwolves","LosAngelesClippers",105,119,0,2016-11-12
"1409","MiamiHeat","UtahJazz",91,102,0,2016-11-12
"1410","MilwaukeeBucks","MemphisGrizzlies",106,96,0,2016-11-12
"1411","DenverNuggets","DetroitPistons",95,106,0,2016-11-12
"1412","PhoenixSuns","BrooklynNets",104,122,0,2016-11-12
"1413","ClevelandCavaliers","CharlotteHornets",100,93,0,2016-11-13
"1414","OklahomaCityThunder","OrlandoMagic",117,119,0,2016-11-13
"1415","MinnesotaTimberwolves","LosAngelesLakers",125,99,0,2016-11-13
"1416","GoldenStateWarriors","PhoenixSuns",133,120,0,2016-11-13
"1417","PortlandTrailBlazers","DenverNuggets",112,105,0,2016-11-13
"1418","IndianaPacers","OrlandoMagic",88,69,0,2016-11-14
"1419","NewYorkKnicks","DallasMavericks",93,77,0,2016-11-14
"1420","DetroitPistons","OklahomaCityThunder",104,88,0,2016-11-14
"1421","NewOrleansPelicans","BostonCeltics",106,105,0,2016-11-14
"1422","HoustonRockets","PhiladelphiaErs",115,88,0,2016-11-14
"1423","SanAntonioSpurs","MiamiHeat",94,90,0,2016-11-14
"1424","UtahJazz","MemphisGrizzlies",96,102,0,2016-11-14
"1425","LosAngelesClippers","BrooklynNets",127,95,0,2016-11-14
"1426","ClevelandCavaliers","TorontoRaptors",121,117,0,2016-11-15
"1427","MiamiHeat","AtlantaHawks",90,93,0,2016-11-15
"1428","MinnesotaTimberwolves","CharlotteHornets",108,115,0,2016-11-15
"1429","PortlandTrailBlazers","ChicagoBulls",88,113,0,2016-11-15
"1430","LosAngelesLakers","BrooklynNets",125,118,0,2016-11-15
"1431","PhiladelphiaErs","WashingtonWizards",109,102,0,2016-11-16
"1432","OrlandoMagic","NewOrleansPelicans",89,82,0,2016-11-16
"1433","IndianaPacers","ClevelandCavaliers",103,93,0,2016-11-16
"1434","BostonCeltics","DallasMavericks",90,83,0,2016-11-16
"1435","NewYorkKnicks","DetroitPistons",105,102,0,2016-11-16
"1436","AtlantaHawks","MilwaukeeBucks",107,100,0,2016-11-16
"1437","OklahomaCityThunder","HoustonRockets",105,103,0,2016-11-16
"1438","TorontoRaptors","GoldenStateWarriors",121,127,0,2016-11-16
"1439","DenverNuggets","PhoenixSuns",120,104,0,2016-11-16
"1440","LosAngelesClippers","MemphisGrizzlies",107,111,0,2016-11-16
"1441","SacramentoKings","SanAntonioSpurs",105,110,0,2016-11-16
"1442","WashingtonWizards","NewYorkKnicks",119,112,0,2016-11-17
"1443","MiamiHeat","MilwaukeeBucks",96,73,0,2016-11-17
"1444","HoustonRockets","PortlandTrailBlazers",126,109,0,2016-11-17
"1445","MinnesotaTimberwolves","PhiladelphiaErs",110,86,0,2016-11-17
"1446","UtahJazz","ChicagoBulls",77,85,0,2016-11-17
"1447","CharlotteHornets","AtlantaHawks",100,96,0,2016-11-18
"1448","IndianaPacers","PhoenixSuns",96,116,0,2016-11-18
"1449","ClevelandCavaliers","DetroitPistons",104,81,0,2016-11-18
"1450","NewOrleansPelicans","PortlandTrailBlazers",113,101,0,2016-11-18
"1451","OklahomaCityThunder","BrooklynNets",124,105,0,2016-11-18
"1452","BostonCeltics","GoldenStateWarriors",88,104,0,2016-11-18
"1453","DallasMavericks","MemphisGrizzlies",64,80,0,2016-11-18
"1454","DenverNuggets","TorontoRaptors",111,113,1,2016-11-18
"1455","LosAngelesLakers","SanAntonioSpurs",107,116,0,2016-11-18
"1456","SacramentoKings","LosAngelesClippers",115,121,0,2016-11-18
"1457","HoustonRockets","UtahJazz",111,102,0,2016-11-19
"1458","NewOrleansPelicans","CharlotteHornets",121,116,1,2016-11-19
"1459","WashingtonWizards","MiamiHeat",111,114,0,2016-11-19
"1460","OrlandoMagic","DallasMavericks",95,87,0,2016-11-19
"1461","DetroitPistons","BostonCeltics",92,94,0,2016-11-19
"1462","PhiladelphiaErs","PhoenixSuns",120,105,0,2016-11-19
"1463","MemphisGrizzlies","MinnesotaTimberwolves",93,71,0,2016-11-19
"1464","MilwaukeeBucks","GoldenStateWarriors",121,124,0,2016-11-19
"1465","LosAngelesClippers","ChicagoBulls",102,95,0,2016-11-19
"1466","NewYorkKnicks","AtlantaHawks",104,94,0,2016-11-20
"1467","BrooklynNets","PortlandTrailBlazers",109,129,0,2016-11-20
"1468","OklahomaCityThunder","IndianaPacers",111,115,1,2016-11-20
"1469","SacramentoKings","TorontoRaptors",102,99,0,2016-11-20
"1470","DenverNuggets","UtahJazz",105,91,0,2016-11-20
"1471","LosAngelesLakers","ChicagoBulls",110,118,0,2016-11-20
"1472","PhiladelphiaErs","MiamiHeat",101,94,0,2016-11-21
"1473","WashingtonWizards","PhoenixSuns",106,101,0,2016-11-21
"1474","CharlotteHornets","MemphisGrizzlies",90,105,0,2016-11-21
"1475","IndianaPacers","GoldenStateWarriors",83,120,0,2016-11-21
"1476","DetroitPistons","HoustonRockets",96,99,0,2016-11-21
"1477","MilwaukeeBucks","OrlandoMagic",93,89,0,2016-11-21
"1478","MinnesotaTimberwolves","BostonCeltics",93,99,0,2016-11-21
"1479","SanAntonioSpurs","DallasMavericks",96,91,0,2016-11-21
"1480","LosAngelesClippers","TorontoRaptors",123,115,0,2016-11-21
"1481","NewYorkKnicks","PortlandTrailBlazers",107,103,0,2016-11-22
"1482","AtlantaHawks","NewOrleansPelicans",94,112,0,2016-11-22
"1483","DenverNuggets","ChicagoBulls",110,107,0,2016-11-22
"1484","LosAngelesLakers","OklahomaCityThunder",111,109,0,2016-11-22
"1485","GoldenStateWarriors","LosAngelesLakers",149,106,0,2016-11-23
"1486","SacramentoKings","OklahomaCityThunder",116,101,0,2016-11-23
"1487","PhiladelphiaErs","MemphisGrizzlies",99,104,2,2016-11-23
"1488","CharlotteHornets","SanAntonioSpurs",114,119,0,2016-11-23
"1489","OrlandoMagic","PhoenixSuns",87,92,0,2016-11-23
"1490","ClevelandCavaliers","PortlandTrailBlazers",137,125,0,2016-11-23
"1491","IndianaPacers","AtlantaHawks",85,96,0,2016-11-23
"1492","BrooklynNets","BostonCeltics",92,111,0,2016-11-23
"1493","DetroitPistons","MiamiHeat",107,84,0,2016-11-23
"1494","HoustonRockets","TorontoRaptors",102,115,0,2016-11-23
"1495","DallasMavericks","LosAngelesClippers",104,124,0,2016-11-23
"1496","UtahJazz","DenverNuggets",108,83,0,2016-11-23
"1497","NewOrleansPelicans","MinnesotaTimberwolves",117,96,0,2016-11-23
"1498","BostonCeltics","SanAntonioSpurs",103,109,0,2016-11-25
"1499","OrlandoMagic","WashingtonWizards",91,94,0,2016-11-25
"1500","ClevelandCavaliers","DallasMavericks",128,90,0,2016-11-25
"1501","NewYorkKnicks","CharlotteHornets",113,111,1,2016-11-25
"1502","PhiladelphiaErs","ChicagoBulls",89,105,0,2016-11-25
"1503","DetroitPistons","LosAngelesClippers",108,97,0,2016-11-25
"1504","UtahJazz","AtlantaHawks",95,68,0,2016-11-25
"1505","MilwaukeeBucks","TorontoRaptors",99,105,0,2016-11-25
"1506","MemphisGrizzlies","MiamiHeat",81,90,0,2016-11-25
"1507","IndianaPacers","BrooklynNets",118,97,0,2016-11-25
"1508","DenverNuggets","OklahomaCityThunder",129,132,1,2016-11-25
"1509","PhoenixSuns","MinnesotaTimberwolves",85,98,0,2016-11-25
"1510","PortlandTrailBlazers","NewOrleansPelicans",119,104,0,2016-11-25
"1511","LosAngelesLakers","GoldenStateWarriors",85,109,0,2016-11-25
"1512","SacramentoKings","HoustonRockets",104,117,0,2016-11-25
"1513","WashingtonWizards","SanAntonioSpurs",100,112,0,2016-11-26
"1514","CharlotteHornets","NewYorkKnicks",107,102,0,2016-11-26
"1515","OklahomaCityThunder","DetroitPistons",106,88,0,2016-11-26
"1516","MiamiHeat","MemphisGrizzlies",107,110,0,2016-11-26
"1517","GoldenStateWarriors","MinnesotaTimberwolves",115,102,0,2016-11-26
"1518","PhiladelphiaErs","ClevelandCavaliers",108,112,0,2016-11-27
"1519","PhoenixSuns","DenverNuggets",114,120,0,2016-11-27
"1520","BrooklynNets","SacramentoKings",105,122,0,2016-11-27
"1521","OrlandoMagic","MilwaukeeBucks",96,104,0,2016-11-27
"1522","IndianaPacers","LosAngelesClippers",91,70,0,2016-11-27
"1523","DallasMavericks","NewOrleansPelicans",91,81,0,2016-11-27
"1524","PortlandTrailBlazers","HoustonRockets",114,130,0,2016-11-27
"1525","LosAngelesLakers","AtlantaHawks",109,94,0,2016-11-27
"1526","WashingtonWizards","SacramentoKings",101,95,1,2016-11-28
"1527","TorontoRaptors","PhiladelphiaErs",122,95,0,2016-11-28
"1528","NewYorkKnicks","OklahomaCityThunder",103,112,0,2016-11-28
"1529","MiamiHeat","BostonCeltics",104,112,0,2016-11-28
"1530","MemphisGrizzlies","CharlotteHornets",85,104,0,2016-11-28
"1531","MinnesotaTimberwolves","UtahJazz",103,112,0,2016-11-28
"1532","GoldenStateWarriors","AtlantaHawks",105,100,0,2016-11-28
"1533","CharlotteHornets","DetroitPistons",89,112,0,2016-11-29
"1534","BrooklynNets","LosAngelesClippers",127,122,2,2016-11-29
"1535","MilwaukeeBucks","ClevelandCavaliers",118,101,0,2016-11-29
"1536","NewOrleansPelicans","LosAngelesLakers",105,88,0,2016-11-29
"1537","SanAntonioSpurs","OrlandoMagic",83,95,0,2016-11-29
"1538","UtahJazz","HoustonRockets",120,101,0,2016-11-29
"1539","BostonCeltics","DetroitPistons",114,121,0,2016-11-30
"1540","TorontoRaptors","MemphisGrizzlies",120,105,0,2016-11-30
"1541","ChicagoBulls","LosAngelesLakers",90,96,0,2016-11-30
"1542","OklahomaCityThunder","WashingtonWizards",126,115,1,2016-11-30
"1543","MinnesotaTimberwolves","NewYorkKnicks",104,106,0,2016-11-30
"1544","DallasMavericks","SanAntonioSpurs",87,94,0,2016-11-30
"1545","DenverNuggets","MiamiHeat",98,106,0,2016-11-30
"1546","PhoenixSuns","AtlantaHawks",109,107,0,2016-11-30
"1547","PortlandTrailBlazers","IndianaPacers",131,109,0,2016-11-30
"1548","CharlotteHornets","DallasMavericks",97,87,0,2016-12-01
"1549","BrooklynNets","MilwaukeeBucks",93,111,0,2016-12-01
"1550","MemphisGrizzlies","OrlandoMagic",95,94,0,2016-12-01
"1551","ClevelandCavaliers","LosAngelesClippers",94,113,0,2016-12-01
"1552","UtahJazz","MiamiHeat",110,111,0,2016-12-01
"1553","GoldenStateWarriors","HoustonRockets",127,132,2,2016-12-01
"1554","PhiladelphiaErs","OrlandoMagic",88,105,0,2016-12-02
"1555","BostonCeltics","SacramentoKings",97,92,0,2016-12-02
"1556","TorontoRaptors","LosAngelesLakers",113,80,0,2016-12-02
"1557","NewYorkKnicks","MinnesotaTimberwolves",118,114,0,2016-12-02
"1558","ChicagoBulls","ClevelandCavaliers",111,105,0,2016-12-02
"1559","NewOrleansPelicans","LosAngelesClippers",96,114,0,2016-12-02
"1560","AtlantaHawks","DetroitPistons",85,121,0,2016-12-02
"1561","SanAntonioSpurs","WashingtonWizards",107,105,0,2016-12-02
"1562","DenverNuggets","HoustonRockets",110,128,0,2016-12-02
"1563","MilwaukeeBucks","BrooklynNets",112,103,0,2016-12-03
"1564","CharlotteHornets","MinnesotaTimberwolves",120,125,1,2016-12-03
"1565","TorontoRaptors","AtlantaHawks",128,84,0,2016-12-03
"1566","PhiladelphiaErs","BostonCeltics",106,107,0,2016-12-03
"1567","MemphisGrizzlies","LosAngelesLakers",103,100,0,2016-12-03
"1568","DallasMavericks","ChicagoBulls",107,82,0,2016-12-03
"1569","UtahJazz","DenverNuggets",105,98,0,2016-12-03
"1570","PortlandTrailBlazers","MiamiHeat",99,92,0,2016-12-03
"1571","GoldenStateWarriors","PhoenixSuns",138,109,0,2016-12-03
"1572","DetroitPistons","OrlandoMagic",92,98,0,2016-12-04
